row_type,scenario,label,filename,dataset_id,dataset_version,doi,source_page,download_url,local_source_file,size_bytes,extracted_csv_count,extracted_csv_total_bytes,note,analysis_window_samples,script_lower_voltage_threshold_raw,script_upper_voltage_threshold_raw,interpreted_lower_voltage_v,interpreted_upper_voltage_v,archive_filename,firmware,looptime_us,pid_process_denom,blackbox_sample_rate,current_meter_scale,vbat_scale,vbat_ref_cv,row_count,column_count,duration_s,estimated_log_rate_hz,armed_rows,time_in_12_18_v_s,vbat_start_v,vbat_end_v,vbat_min_v,vbat_p05_v,vbat_mean_v,vbat_median_v,vbat_p95_v,vbat_max_v,amperage_raw_mean,amperage_raw_p95,amperage_raw_max,current_mean_a_if_raw_per_amp_10,current_p95_a_if_raw_per_amp_10,energy_wh_if_raw_per_amp_10,capacity_mah_if_raw_per_amp_10,current_mean_a_if_raw_per_amp_20,current_p95_a_if_raw_per_amp_20,energy_wh_if_raw_per_amp_20,capacity_mah_if_raw_per_amp_20,current_mean_a_if_raw_per_amp_100,current_p95_a_if_raw_per_amp_100,energy_wh_if_raw_per_amp_100,capacity_mah_if_raw_per_amp_100,raw_per_amp_to_integrate_1500mah,mean_current_a_from_1500mah_over_duration,rc_throttle_mean,rc_throttle_p95,rc_throttle_max,flight_count,duration_s_mean,duration_s_min,duration_s_max,time_in_12_18_v_s_mean,time_in_12_18_v_s_min,time_in_12_18_v_s_max,vbat_start_v_mean,vbat_start_v_min,vbat_start_v_max,vbat_end_v_mean,vbat_end_v_min,vbat_end_v_max,vbat_min_v_mean,vbat_min_v_min,vbat_min_v_max,vbat_mean_v_mean,vbat_mean_v_min,vbat_mean_v_max,amperage_raw_mean_mean,amperage_raw_mean_min,amperage_raw_mean_max,amperage_raw_p95_mean,amperage_raw_p95_min,amperage_raw_p95_max,current_mean_a_if_raw_per_amp_20_mean,current_mean_a_if_raw_per_amp_20_min,current_mean_a_if_raw_per_amp_20_max,current_p95_a_if_raw_per_amp_20_mean,current_p95_a_if_raw_per_amp_20_min,current_p95_a_if_raw_per_amp_20_max,energy_wh_if_raw_per_amp_20_mean,energy_wh_if_raw_per_amp_20_min,energy_wh_if_raw_per_amp_20_max,capacity_mah_if_raw_per_amp_20_mean,capacity_mah_if_raw_per_amp_20_min,capacity_mah_if_raw_per_amp_20_max,raw_per_amp_to_integrate_1500mah_mean,raw_per_amp_to_integrate_1500mah_min,raw_per_amp_to_integrate_1500mah_max,mean_current_a_from_1500mah_over_duration_mean,mean_current_a_from_1500mah_over_duration_min,mean_current_a_from_1500mah_over_duration_max,rc_throttle_mean_mean,rc_throttle_mean_min,rc_throttle_mean_max,rc_throttle_p95_mean,rc_throttle_p95_min,rc_throttle_p95_max
apdrone_battery_autonomy_archive_metadata,max_power,Max Power Time,Max Power Time Flights.rar,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/7b204d1d-3e77-4bb0-b79f-95598f584c09/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights.rar,45803937,5,172379379,APdrone battery-autonomy RAR archive; local extraction is required for flight-level rows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_battery_autonomy_script_metadata,max_power,Max Power Time,battery test.py,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/d5ea0711-8ada-4fea-ab5d-0cf0cfb0a435/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_battery_test.py,,,,"The APdrone script labels vbatLatest as mV, but its 1200-1800 thresholds match Betaflight centivolts, i.e. 12-18 V.",500,1200,1800,12.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_battery_autonomy_flight,max_power,Max Power Time,flight1.csv,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight1.csv,,,,vbatLatest is interpreted as centivolts. amperageLatest absolute scaling is unresolved; raw_per_amp_20 is a capacity-consistency candidate for the 1500 mAh pack.,,,,,,Max Power Time Flights.rar,4.5,125,4,,400,110,1671,208642,33,208.262836,1001.8158016440341,208633,204.15710600000003,16.76,10.01,9.97,12.86,14.485214961513023,14.52,15.51,16.79,512.5737579202653,807.0,1007.0,51.25737579202653,80.7,42.929364782625136,2965.2877748059223,25.628687896013265,40.35,21.464682391312568,1482.6438874029611,5.125737579202653,8.07,4.292936478262513,296.5287774805922,19.768585165372816,25.928773965221527,98.8934073676441,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_battery_autonomy_flight,max_power,Max Power Time,flight2.csv,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight2.csv,,,,vbatLatest is interpreted as centivolts. amperageLatest absolute scaling is unresolved; raw_per_amp_20 is a capacity-consistency candidate for the 1500 mAh pack.,,,,,,Max Power Time Flights.rar,4.5,125,4,,400,110,1657,197587,33,197.21953100000002,1001.8581780320732,197578,190.840166,16.59,9.92,9.85,12.88,14.30906628472521,14.4,15.35,16.67,530.9907230738864,807.0,1010.0,53.099072307388646,80.7,41.63611370529205,2908.950454611501,26.549536153694323,40.35,20.818056852646023,1454.4752273057504,5.309907230738864,8.07,4.163611370529205,290.89504546115006,19.393003030743337,27.380655316536572,99.04118489576744,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_battery_autonomy_flight,max_power,Max Power Time,flight3.csv,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight3.csv,,,,vbatLatest is interpreted as centivolts. amperageLatest absolute scaling is unresolved; raw_per_amp_20 is a capacity-consistency candidate for the 1500 mAh pack.,,,,,,Max Power Time Flights.rar,4.5,125,4,,400,110,1668,221537,33,221.13733299999998,1001.8028027859051,221528,212.207103,16.68,9.1,9.08,12.54,14.360356644713976,14.45,15.599999999999998,16.77,497.37865458140175,820.0,1055.0,49.73786545814018,82.0,43.913617300717235,3055.262297028144,24.86893272907009,41.0,21.956808650358617,1527.631148514072,4.973786545814018,8.2,4.391361730071723,305.5262297028144,20.368415313520963,24.419214642513577,99.17222630982634,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_battery_autonomy_flight,max_power,Max Power Time,flight4.csv,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight4.csv,,,,vbatLatest is interpreted as centivolts. amperageLatest absolute scaling is unresolved; raw_per_amp_20 is a capacity-consistency candidate for the 1500 mAh pack.,,,,,,Max Power Time Flights.rar,4.5,125,4,,400,110,1654,207275,33,206.90395999999998,1001.7884626277815,207266,199.29152100000005,16.63,8.64,8.63,12.67,14.31695004221445,14.53,15.14,16.7,512.6948208901218,905.0,1060.0,51.269482089012186,90.5,42.24271568160499,2946.6447209727926,25.634741044506093,45.25,21.121357840802496,1473.3223604863963,5.126948208901219,9.05,4.224271568160499,294.66447209727926,19.64429813981862,26.099065479462066,98.39279073694367,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_battery_autonomy_flight,max_power,Max Power Time,flight5.csv,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight5.csv,,,,vbatLatest is interpreted as centivolts. amperageLatest absolute scaling is unresolved; raw_per_amp_20 is a capacity-consistency candidate for the 1500 mAh pack.,,,,,,Max Power Time Flights.rar,4.5,125,4,,400,110,1656,196139,33,195.78767,1001.789336376494,196130,187.39851900000002,16.58,11.28,9.68,12.31,14.20130300450191,14.22,15.059999999999999,16.65,536.4003844212523,867.0,1082.0,53.64003844212523,86.7,41.456957893147305,2917.240053028245,26.820019221062616,43.35,20.728478946573652,1458.6200265141224,5.364003844212522,8.67,4.145695789314731,291.72400530282454,19.4482670201883,27.580899246617523,97.87283508124341,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_battery_autonomy_scenario_summary,max_power,Max Power Time,Max Power Time Flights.rar,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,,,,,Mean/min/max are across the five APdrone battery-autonomy flights in this scenario.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,205.862266,195.78767,221.13733299999998,198.778883,187.39851900000002,212.207103,16.648,16.58,16.76,9.790000000000001,8.64,11.28,9.442,8.63,9.97,14.334578187533713,14.20130300450191,14.485214961513023,518.0076681773855,497.37865458140175,536.4003844212523,841.2,807.0,905.0,25.900383408869278,24.86893272907009,26.820019221062616,42.06,40.35,45.25,21.217876936338673,20.728478946573652,21.956808650358617,1479.3385300446603,1454.4752273057504,1527.631148514072,19.72451373392881,19.393003030743337,20.368415313520963,26.281721730070252,24.419214642513577,27.580899246617523,98.67448887828499,97.87283508124341,99.17222630982634,100.0,100.0,100.0
apdrone_battery_autonomy_archive_metadata,normal_power,Normal Power Time,Normal Power Time Flights.rar,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/a06b8ac3-86da-417e-982e-07c2313bbf99/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights.rar,202747878,5,859642950,APdrone battery-autonomy RAR archive; local extraction is required for flight-level rows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_battery_autonomy_script_metadata,normal_power,Normal Power Time,battery test.py,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/39101050-bb08-4448-9254-7fa5adf87746/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_battery_test.py,,,,"The APdrone script labels vbatLatest as mV, but its 1200-1800 thresholds match Betaflight centivolts, i.e. 12-18 V.",500,1200,1800,12.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
