row_type,name,metric,value,unit,source_file,evidence_role,status,note
propeller_archive_compact_reference_table_source,source_fingerprint,source_description,PropellerArchiveSourceFingerprint identifies the external archive and entry hashes before reviewed import.,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveSourceFingerprint.java,source_identity,READY,raw rows remain outside repository
propeller_archive_compact_reference_table_source,dataset_triage,source_description,PropellerArchiveDatasetTriage supplies current candidate domains static anchors and geometry availability.,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveDatasetTriage.java,triage_reference_context,READY,candidates remain blocked until reviewed import and fit acceptance
propeller_archive_compact_reference_table_source,curve_fit_plan,source_description,PropellerArchiveCurveFitPlan defines CT CP eta static and geometry curve families.,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCurveFitPlan.java,curve_fit_target_inventory,PLANNED,twenty-four preset curve targets feed acceptance
propeller_archive_compact_reference_table_source,curve_fit_acceptance_gate,source_description,PropellerArchiveCurveFitAcceptanceGate decides when fit quality can feed reference review.,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCurveFitAcceptanceGate.java,fit_quality_gate,BLOCKED,current fit acceptance is blocked
propeller_archive_compact_reference_table_source,compact_reference_handoff,source_description,PropellerArchiveCompactReferenceHandoff controls whether compact reference material may be exported.,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceHandoff.java,reference_handoff,BLOCKED,current handoff is blocked
propeller_archive_compact_reference_table_source,runtime_boundary,source_description,Compact reference table never enables runtime coupling or gameplay auto-apply.,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,leak_guard,READY,all current rows have zero reference weights
propeller_archive_compact_reference_table,racingQuad,preset_name,racingQuad,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,current row remains review material
propeller_archive_compact_reference_table,racingQuad,target_blade_count,3,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,target RotorSpec blade count
propeller_archive_compact_reference_table,racingQuad,target_diameter_inches,5.0,in,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,target RotorSpec diameter
propeller_archive_compact_reference_table,racingQuad,target_pitch_inches,4.25,in,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,target RotorSpec pitch
propeller_archive_compact_reference_table,racingQuad,performance_match_id,da4052 5.0x3.75 - 3,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,candidate performance source
propeller_archive_compact_reference_table,racingQuad,geometry_match_id,da4052 5.0x3.75,text,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,candidate geometry source
propeller_archive_compact_reference_table,racingQuad,matched_blade_count,3,count,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,matched archive blade count
propeller_archive_compact_reference_table,racingQuad,advance_ratio_min,0.0,J,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,candidate domain lower bound
propeller_archive_compact_reference_table,racingQuad,advance_ratio_max,0.8128,J,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,candidate domain upper bound
propeller_archive_compact_reference_table,racingQuad,rpm_min,1477.8,rpm,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,candidate RPM lower bound
propeller_archive_compact_reference_table,racingQuad,rpm_max,7946.7,rpm,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,candidate RPM upper bound
propeller_archive_compact_reference_table,racingQuad,static_ct_anchor_candidate,0.148290142857143,coefficient,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,static CT candidate from triage not active reference
propeller_archive_compact_reference_table,racingQuad,static_cp_anchor_candidate,0.103175285714286,coefficient,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,static CP candidate from triage not active reference
propeller_archive_compact_reference_table,racingQuad,max_efficiency_candidate,0.576493,ratio,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,max eta candidate from triage
propeller_archive_compact_reference_table,racingQuad,geometry_station_available,true,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,0.7R geometry candidate exists
propeller_archive_compact_reference_table,racingQuad,station_radius_ratio,0.7,r/R,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,geometry station sample
propeller_archive_compact_reference_table,racingQuad,chord_to_radius,0.2068,c/R,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,chord candidate from triage
propeller_archive_compact_reference_table,racingQuad,beta_degrees,20.912,deg,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,beta candidate from triage
propeller_archive_compact_reference_table,racingQuad,curve_fit_acceptance_ready,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,current fit acceptance is closed
propeller_archive_compact_reference_table,racingQuad,reference_material_export_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,current handoff is closed
propeller_archive_compact_reference_table,racingQuad,reference_row_available,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,row is not active reference material
propeller_archive_compact_reference_table,racingQuad,ct_cp_eta_reference_weight,0,weight,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,performance reference weight remains zero
propeller_archive_compact_reference_table,racingQuad,static_anchor_reference_weight,0,weight,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,static anchor reference weight remains zero
propeller_archive_compact_reference_table,racingQuad,geometry_reference_weight,0,weight,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,geometry reference weight remains zero
propeller_archive_compact_reference_table,racingQuad,runtime_coupling_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,runtime coupling remains closed
propeller_archive_compact_reference_table,racingQuad,gameplay_auto_apply_allowed,false,boolean,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveCompactReferenceTable.java,current_compact_reference_table,BLOCKED,gameplay auto apply remains closed
