row_type,axis,tuning_stage,filename,source_page,download_url,local_source_file,kp,ki,kd,trial_count,mae_mean,mae_median,mae_min,mae_max,mae_stddev,best_trial,best_trial_mae,note,previous_tuning_stage,previous_mae_mean,mae_mean_ratio_vs_previous_stage,mae_mean_reduction_fraction_vs_previous_stage,config_kp,config_ki,config_kd,config_d_min,config_matches_best_kp,config_matches_best_ki,config_matches_best_kd,config_d_min_matches_best_kd
apdrone_pid_tuning_candidate,pitch,p_only,RESULT_P_PITCH.csv,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/f694cf3e-e630-4c7d-b429-aac6ebff58c5/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/pid_tuning_results/RESULT_P_PITCH.csv,5.0,,,3,435.72974005819106,433.26219000838626,399.19408324733405,474.732946918853,30.887932742224745,S1,399.19408324733405,MAE units are the APdrone tuning script's gyro-vs-setpoint absolute-error units; use as relative tuning evidence.,,,,,,,,,,,,
apdrone_pid_tuning_candidate,pitch,p_only,RESULT_P_PITCH.csv,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/f694cf3e-e630-4c7d-b429-aac6ebff58c5/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/pid_tuning_results/RESULT_P_PITCH.csv,10.0,,,3,276.51022838248065,278.5062124977271,232.27307657939414,318.7513960703206,35.33282609637413,S1,232.27307657939414,MAE units are the APdrone tuning script's gyro-vs-setpoint absolute-error units; use as relative tuning evidence.,,,,,,,,,,,,
apdrone_pid_tuning_candidate,pitch,p_only,RESULT_P_PITCH.csv,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/f694cf3e-e630-4c7d-b429-aac6ebff58c5/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/pid_tuning_results/RESULT_P_PITCH.csv,15.0,,,3,211.8530332378015,217.21992606508695,188.83186315870216,229.50731048961535,17.03380282178448,S3,188.83186315870216,MAE units are the APdrone tuning script's gyro-vs-setpoint absolute-error units; use as relative tuning evidence.,,,,,,,,,,,,
apdrone_pid_tuning_candidate,pitch,p_only,RESULT_P_PITCH.csv,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/f694cf3e-e630-4c7d-b429-aac6ebff58c5/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/pid_tuning_results/RESULT_P_PITCH.csv,20.0,,,3,150.1808478694194,145.66718477990548,135.04224591712781,169.833112911225,14.557494574146803,S1,135.04224591712781,MAE units are the APdrone tuning script's gyro-vs-setpoint absolute-error units; use as relative tuning evidence.,,,,,,,,,,,,
apdrone_pid_tuning_candidate,pitch,p_only,RESULT_P_PITCH.csv,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/f694cf3e-e630-4c7d-b429-aac6ebff58c5/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/pid_tuning_results/RESULT_P_PITCH.csv,25.0,,,3,128.05929486973096,135.8196849276185,108.21311134235172,140.1450883392226,14.144033585935166,S1,108.21311134235172,MAE units are the APdrone tuning script's gyro-vs-setpoint absolute-error units; use as relative tuning evidence.,,,,,,,,,,,,
apdrone_pid_tuning_candidate,pitch,p_only,RESULT_P_PITCH.csv,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/f694cf3e-e630-4c7d-b429-aac6ebff58c5/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/pid_tuning_results/RESULT_P_PITCH.csv,30.0,,,3,114.52959000884404,106.33660951287754,101.36429744311518,135.88786307053942,15.238391055996974,S1,101.36429744311518,MAE units are the APdrone tuning script's gyro-vs-setpoint absolute-error units; use as relative tuning evidence.,,,,,,,,,,,,
apdrone_pid_tuning_candidate,pitch,p_only,RESULT_P_PITCH.csv,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/f694cf3e-e630-4c7d-b429-aac6ebff58c5/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/pid_tuning_results/RESULT_P_PITCH.csv,35.0,,,3,102.74831189130929,88.59802086119284,79.66396705559369,139.98294775714132,26.580292328417112,S3,79.66396705559369,MAE units are the APdrone tuning script's gyro-vs-setpoint absolute-error units; use as relative tuning evidence.,,,,,,,,,,,,
apdrone_pid_tuning_candidate,pitch,p_only,RESULT_P_PITCH.csv,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/f694cf3e-e630-4c7d-b429-aac6ebff58c5/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/pid_tuning_results/RESULT_P_PITCH.csv,40.0,,,3,87.5035443603645,86.61206276090398,83.77673625905412,92.12183406113537,3.4646999786617267,S1,83.77673625905412,MAE units are the APdrone tuning script's gyro-vs-setpoint absolute-error units; use as relative tuning evidence.,,,,,,,,,,,,
apdrone_pid_tuning_candidate,pitch,p_only,RESULT_P_PITCH.csv,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/f694cf3e-e630-4c7d-b429-aac6ebff58c5/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/pid_tuning_results/RESULT_P_PITCH.csv,45.0,,,3,86.3288833061502,83.09866052138845,80.98741865509761,94.90057074196456,6.122075066373492,S1,80.98741865509761,MAE units are the APdrone tuning script's gyro-vs-setpoint absolute-error units; use as relative tuning evidence.,,,,,,,,,,,,
apdrone_pid_tuning_candidate,pitch,p_only,RESULT_P_PITCH.csv,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/f694cf3e-e630-4c7d-b429-aac6ebff58c5/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/pid_tuning_results/RESULT_P_PITCH.csv,50.0,,,3,88.80127701824706,92.24369109151718,79.71345188000544,94.4466880832186,6.48869392321772,S1,79.71345188000544,MAE units are the APdrone tuning script's gyro-vs-setpoint absolute-error units; use as relative tuning evidence.,,,,,,,,,,,,
apdrone_pid_tuning_candidate,pitch,p_only,RESULT_P_PITCH.csv,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/f694cf3e-e630-4c7d-b429-aac6ebff58c5/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/pid_tuning_results/RESULT_P_PITCH.csv,55.0,,,3,84.9761689655165,81.32490109099628,81.20432805394385,92.39927775160936,5.249161361712479,S2,81.20432805394385,MAE units are the APdrone tuning script's gyro-vs-setpoint absolute-error units; use as relative tuning evidence.,,,,,,,,,,,,
apdrone_pid_tuning_candidate,pitch,p_only,RESULT_P_PITCH.csv,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/f694cf3e-e630-4c7d-b429-aac6ebff58c5/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/pid_tuning_results/RESULT_P_PITCH.csv,60.0,,,3,70.33125443542512,69.89918506834911,65.39348171701113,75.70109652091512,4.2191423844101505,S3,65.39348171701113,MAE units are the APdrone tuning script's gyro-vs-setpoint absolute-error units; use as relative tuning evidence.,,,,,,,,,,,,
apdrone_pid_tuning_candidate,pitch,p_only,RESULT_P_PITCH.csv,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/f694cf3e-e630-4c7d-b429-aac6ebff58c5/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/pid_tuning_results/RESULT_P_PITCH.csv,65.0,,,3,76.62006912210511,75.4183689380945,74.46833773087072,79.97350069735008,2.4027438927279623,S2,74.46833773087072,MAE units are the APdrone tuning script's gyro-vs-setpoint absolute-error units; use as relative tuning evidence.,,,,,,,,,,,,
apdrone_pid_tuning_candidate,pitch,p_only,RESULT_P_PITCH.csv,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/f694cf3e-e630-4c7d-b429-aac6ebff58c5/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/pid_tuning_results/RESULT_P_PITCH.csv,70.0,,,3,71.90204455261848,73.5314261555806,66.31131782945737,75.86338967281749,4.066258102255018,S2,66.31131782945737,MAE units are the APdrone tuning script's gyro-vs-setpoint absolute-error units; use as relative tuning evidence.,,,,,,,,,,,,
apdrone_pid_tuning_candidate,pitch,p_only,RESULT_P_PITCH.csv,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/f694cf3e-e630-4c7d-b429-aac6ebff58c5/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/pid_tuning_results/RESULT_P_PITCH.csv,75.0,,,3,64.35280198568397,67.19451585261353,56.47332144979204,69.39056865464633,5.6433041216385424,S2,56.47332144979204,MAE units are the APdrone tuning script's gyro-vs-setpoint absolute-error units; use as relative tuning evidence.,,,,,,,,,,,,
apdrone_pid_tuning_candidate,pitch,p_only,RESULT_P_PITCH.csv,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/f694cf3e-e630-4c7d-b429-aac6ebff58c5/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/pid_tuning_results/RESULT_P_PITCH.csv,80.0,,,3,55.79777500960492,57.441715884364314,44.613393432066964,65.33821571238349,8.54035404564528,S3,44.613393432066964,MAE units are the APdrone tuning script's gyro-vs-setpoint absolute-error units; use as relative tuning evidence.,,,,,,,,,,,,
