row_type,archive,flight_id,profile,member_path,source_url,compressed_size_bytes,uncompressed_size_bytes,row_count,valid_velocity_row_count,duration_s,sample_rate_hz_est,speed_max_m_s,speed_p99_m_s,speed_p95_m_s,speed_p50_m_s,horizontal_speed_max_m_s,vbat_min_v,vbat_p05_v,vbat_p50_v,vbat_at_vmax_v,vbat_sag_from_nominal_at_vmax_v,thrust_sum_p50,thrust_sum_p95,thrust_sum_max,thrust_mean_p50,thrust_mean_p95,thrust_mean_at_vmax,channels_thrust_p50_us,channels_thrust_p95_us,channels_thrust_at_vmax_us,gyro_norm_p95_rad_s,gyro_norm_max_rad_s,imu_accel_norm_p95_m_s2,imu_accel_norm_max_m_s2,velocity_derived_accel_norm_p95_m_s2,velocity_derived_accel_norm_max_m_s2,drone_residual_p50,drone_residual_p95,elapsed_time_at_vmax_s,vx_at_vmax_m_s,vy_at_vmax_m_s,vz_at_vmax_m_s,roll_at_vmax_rad,pitch_at_vmax_rad,yaw_at_vmax_rad,speed_max_over_readme_floor,current_racing_x_drag_at_vmax_n,current_racing_x_drag_at_vmax_over_margin,current_racing_required_total_thrust_over_max_at_vmax,current_racing_tilt_deg_for_drag_balance_at_vmax,thrust_0_at_vmax,thrust_1_at_vmax,thrust_2_at_vmax,thrust_3_at_vmax
ratm_flight_metric,autonomous,flight-01a-ellipse,ellipse,autonomous/flight-01a-ellipse/flight-01a-ellipse_500hz_freq_sync.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,8905283,32496890,11239,11239,22.476,500.0,21.757546901540174,21.24282397686418,18.39881915962326,0.23349872235292468,21.74860661180269,21.29999924,21.89999962,23.79999924,22.438961516688526,-0.2389615166885264,0.9891564649767133,2.807429323286192,3.910462172455251,0.24728911624417832,0.701857330821548,0.3053005353212861,1260.0,1709.0,1327.0,5.492510036584526,11.725773438058575,43.10040272361169,68.59842147018364,52.11319214041174,184.45878519349574,0.0008590286887052342,0.0015706766571042595,12.092,21.747086329103926,0.2571492746416816,-0.6236646677283771,-0.6120909636115703,0.468147590553719,0.4513463006446281,1.0360736619781035,86.39382960902148,1.6327966804704244,1.612309043724755,82.88276331067617,0.3458365411550152,0.21810257571143618,0.3753878286987082,0.2818751957199848
ratm_flight_metric,autonomous,flight-02a-ellipse,ellipse,autonomous/flight-02a-ellipse/flight-02a-ellipse_500hz_freq_sync.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,9561556,35332621,12263,12263,24.524,500.0,21.796705068729455,21.164877401684578,18.165643698954796,0.21127586764941816,21.787298316921067,21.0,21.98426502084241,24.0,22.43848425311456,-0.23848425311456012,0.9802816857605985,2.6501620151888083,3.924943953589359,0.24507042144014962,0.6625405037972021,0.2875913700359497,1259.0,1675.0,1299.0,5.300917536144164,11.938654421381372,41.66504627008646,67.21043660614218,50.0672369967186,236.74290777094686,0.0007983994230769231,0.0015508699575651622,10.596,21.78634639870162,0.20366282501347382,-0.6402998537128347,-0.6213184765659341,0.47359376479395604,0.45855732153846157,1.0379383366061645,86.70508421320469,1.6386792242445736,1.6180287623838097,82.90805219934538,0.2423301478070701,0.2876345053385261,0.3508322330437388,0.26956859395446375
ratm_flight_metric,autonomous,flight-03a-ellipse,ellipse,autonomous/flight-03a-ellipse/flight-03a-ellipse_500hz_freq_sync.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,9441525,34749112,12204,12204,24.406,500.0,21.808377312515752,21.175249804134484,18.174318159478972,0.21175634138097335,21.79779531206896,20.89999962,21.79999924,24.0,22.20000076,-7.600000024865494e-07,0.9744009126327271,2.700070124599315,3.858652774068574,0.24360022815818178,0.6750175311498288,0.28933931344430025,1258.0,1682.8500000000004,1293.0,5.260631720252375,11.814560883341718,41.65391407526101,65.20745599447564,50.6789406435635,412.59060238706206,0.0008255750164835164,0.0015563006453296704,12.47,21.797656112825834,-0.07790028139958707,-0.6792941470350977,-0.6245566687032967,0.7306014688131869,0.5092008251868132,1.0384941577388453,86.79797108342194,1.640434735882805,1.6197357433528619,82.91556449031724,0.27923816471151924,0.26759083649431026,0.31363206399780397,0.2968961885735676
ratm_flight_metric,autonomous,flight-04a-ellipse,ellipse,autonomous/flight-04a-ellipse/flight-04a-ellipse_500hz_freq_sync.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,11159092,41776502,14555,14555,29.108,500.0,21.853335709578793,20.89424685942994,17.415471821786372,0.14211623719097047,21.846300061565223,21.20000076,22.146452115479924,24.20000076,22.20000076,-7.600000024865494e-07,0.9755793672507352,2.4107654337116715,3.9207014404569946,0.2438948418126838,0.6026913584279179,0.300884086922449,1258.0,1622.0,1308.0,4.636628681716985,11.929310372267226,37.37408939085753,68.2480805812638,46.63901067820409,230.37882966825742,0.0008828295494505494,0.0014797775384615382,12.986,21.84595130360239,-0.12344237756026459,-0.5544864791922028,-0.6286577210769231,0.8489807533846154,0.5420278971538461,1.0406350337894663,87.15621139848817,1.6472052841950857,1.6263193810459557,82.94438973127687,0.2928996018367347,0.2975918467346939,0.3324653072816327,0.2805795918367347
ratm_flight_metric,autonomous,flight-05a-ellipse,ellipse,autonomous/flight-05a-ellipse/flight-05a-ellipse_500hz_freq_sync.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,9040416,33390424,11637,11637,23.272,500.00000000000006,21.795676088851234,21.259112363726782,18.297753463032382,0.2214997620095846,21.784441585879005,21.0,21.70752864625643,23.70000076,22.10000038,0.0999996199999984,0.996099203300736,2.7313311546943164,3.8150525856436746,0.249024800825184,0.6828327886735791,0.29109825939800993,1260.0,1692.4000000000015,1301.0,5.303247067767846,11.903025085587906,43.218297409258675,66.36244078585271,50.65191504673656,189.4977022540299,0.0008896478512396694,0.0015371980818681323,11.44,21.78419260533034,0.10415249610827437,-0.6997149144807437,-0.617236212,0.558573203,0.467590653,1.0378893375643445,86.69689805104716,1.6385245102047274,1.6178783267091763,82.90738937763953,0.24376617053731342,0.298264678,0.33277712304477614,0.2895850660099502
ratm_flight_metric,autonomous,flight-06a-ellipse,ellipse,autonomous/flight-06a-ellipse/flight-06a-ellipse_500hz_freq_sync.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,9728036,36311921,12663,12663,25.324,499.99999999999994,21.812341364386203,21.131772533059994,18.042737690423753,0.2057791254060968,21.80554843120968,21.29999924,22.132967837837324,24.10000038,22.42776938351944,-0.22776938351944054,0.9794174627271819,2.543667777076032,3.9191468489947034,0.24485436568179547,0.635916944269008,0.2901832958768102,1259.0,1663.0,1304.0,5.136656641815874,11.88751403683117,40.1751656386161,69.88148226695527,50.155399021480186,238.03538358588764,0.000835760126721763,0.001509019824450549,12.262,21.805057548278633,-0.1463137112093716,-0.5443284033398456,-0.6213025136318681,0.8811449386648352,0.5418941163681318,1.0386829221136287,86.82952803286369,1.6410311451695268,1.6203156713856588,82.91811307864171,0.2932201944058719,0.27990934120809363,0.3170388850862924,0.2705647628069828
ratm_flight_metric,autonomous,flight-07a-lemniscate,lemniscate,autonomous/flight-07a-lemniscate/flight-07a-lemniscate_500hz_freq_sync.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,12775299,44728405,15442,15442,30.882,500.0,10.1155347134837,9.839317823677863,7.969884591179195,0.20890341852001684,10.10802474168199,22.89999962,23.39999962,24.10000038,23.60000038,-1.4000003800000016,0.9703501145398767,1.555813758535041,2.427803002680144,0.24258752863496919,0.3889534396337602,0.2748409848401772,1257.0,1412.0,1296.0,4.300916284843673,7.036335958477615,21.520597678211953,39.728013181029624,37.89949031378426,183.3537620501663,0.0018955842058547513,0.0021835687727193263,17.112,8.224164095106499,5.876673303427405,-0.3897157441501753,-0.4635106682011019,-0.023920110217630852,0.6393209766584022,0.48169212921350957,18.674137763494112,0.3529311096506436,0.3993691811334791,59.98666314436816,0.31726095282488564,0.29969797764291156,0.2646269944921875,0.21777801440072408
ratm_flight_metric,autonomous,flight-08a-lemniscate,lemniscate,autonomous/flight-08a-lemniscate/flight-08a-lemniscate_500hz_freq_sync.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,10505327,37087059,12833,12833,25.664,499.99999999999994,10.083998858597024,9.877824214812888,8.0099995282403,0.29120291771453555,10.077266565432526,23.0,23.33021930289975,24.10000038,23.70000076,-1.5000007600000025,0.9779002752012254,1.596055006402465,2.4125816915121026,0.24447506880030634,0.39901375160061625,0.2847695743630797,1259.0,1422.0,1309.0,4.42093602953285,6.852392265592102,22.743389872580863,39.80838469743871,40.24829240046509,242.22126819653317,0.0016327774104683197,0.002258431487603306,14.102,8.15292721952662,5.922928260909987,-0.3684176290595389,-0.40566064186813183,0.007734271868131868,0.6419080753296704,0.4801904218379535,18.55788351888396,0.3507339672673381,0.39750646206482676,59.83144621689536,0.33271812881148366,0.27998434049387677,0.289148765308171,0.2372270628387874
ratm_flight_metric,autonomous,flight-09a-lemniscate,lemniscate,autonomous/flight-09a-lemniscate/flight-09a-lemniscate_500hz_freq_sync.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,10224274,36235937,12595,12595,25.188,500.0,10.08433798315962,9.895856738760715,8.00738546038236,0.3010928554515146,10.07143180542844,23.10000038,23.39999962,24.0,23.70000076,-1.5000007600000025,0.9812197538276795,1.5876165906205428,2.4352118603564357,0.24530493845691986,0.3969041476551357,0.28976635097892334,1259.0,1422.0,1305.0,4.433663574459722,7.2165934998675265,23.059954413416126,39.26466539178257,40.225098469673576,313.2990100865205,0.0014408865454545454,0.001891747636813186,11.742,8.124758838650692,5.951641153930825,-0.5100332804829721,-0.25923922382967035,0.09540362697252747,0.6248932296868133,0.4802065706266485,18.559131741943734,0.3507575580084559,0.3975264465342125,59.83312050601633,0.31611365175723716,0.26904987303199596,0.31221177607313355,0.2616901030533266
ratm_flight_metric,autonomous,flight-10a-lemniscate,lemniscate,autonomous/flight-10a-lemniscate/flight-10a-lemniscate_500hz_freq_sync.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,11319150,39783988,13805,13805,27.608,500.0,10.10523670659058,9.891479346353336,7.983229721521056,0.2559212090651135,10.098000163683343,22.89999962,23.39999962,24.10000038,23.636392831209356,-1.436392831209357,0.9705834292483235,1.5727084530666484,2.4192703187162365,0.24264585731208088,0.3931771132666621,0.20944085755743308,1258.0,1418.0,1225.0,4.354456301728819,7.005872556299408,22.379879965677762,38.85839518816171,39.153280408306685,245.9483319542317,0.0014322392802197804,0.0018385301730027548,13.638,8.403209924932971,5.599613403017823,-0.38236316569039897,-0.7090198027197802,-0.07909756619230769,0.6442773744285714,0.4812017479328847,18.636135123561175,0.35221288029777864,0.39875995081256027,59.93608344832078,0.2104742737801405,0.19932313656920447,0.2509901247427378,0.1769758951376495
