row_type,pack,cycle,relative_cycle,capacity_ah,capacity_soh,soh_band,soc,soc_bin,r0_ohm,r0_mohm,source_file,r0_scale_vs_fresh_high_soc_median,sample_count,pack_count,r0_ohm_median,r0_ohm_min,r0_ohm_max,r0_scale_min,r0_scale_max,name,note
fit_sample,LiPO_1,0,0.0,1.02655280097656,1.0,fresh_ge_0.95,1.0,1.0,0.0764215471266301,76.4215471266301,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_0.csv",1.0051484148026069,,,,,,,,,
fit_sample,LiPO_1,0,0.0,1.02655280097656,1.0,fresh_ge_0.95,0.902597898396312,0.9,0.0768863618079701,76.88636180797009,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_0.csv",1.0112619751490326,,,,,,,,,
fit_sample,LiPO_1,0,0.0,1.02655280097656,1.0,fresh_ge_0.95,0.883117630096188,0.9,0.0771613109287193,77.1613109287193,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_0.csv",1.0148782938871825,,,,,,,,,
fit_sample,LiPO_1,0,0.0,1.02655280097656,1.0,fresh_ge_0.95,0.785446013042756,0.8,0.0774590775498479,77.4590775498479,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_0.csv",1.0187947239839534,,,,,,,,,
fit_sample,LiPO_1,0,0.0,1.02655280097656,1.0,fresh_ge_0.95,0.687774617329376,0.7,0.0776140150359675,77.6140150359675,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_0.csv",1.020832567686706,,,,,,,,,
fit_sample,LiPO_1,0,0.0,1.02655280097656,1.0,fresh_ge_0.95,0.590103255718601,0.6,0.077662512796714,77.662512796714,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_0.csv",1.0214704433797361,,,,,,,,,
fit_sample,LiPO_1,0,0.0,1.02655280097656,1.0,fresh_ge_0.95,0.492431679112812,0.5,0.0779578609315409,77.9578609315409,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_0.csv",1.0253550638918576,,,,,,,,,
fit_sample,LiPO_1,0,0.0,1.02655280097656,1.0,fresh_ge_0.95,0.395030669673538,0.4,0.0782598319015748,78.2598319015748,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_0.csv",1.029326792458711,,,,,,,,,
fit_sample,LiPO_1,0,0.0,1.02655280097656,1.0,fresh_ge_0.95,0.297359418996599,0.3,0.0784415824144945,78.4415824144945,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_0.csv",1.0317172994141395,,,,,,,,,
fit_sample,LiPO_1,0,0.0,1.02655280097656,1.0,fresh_ge_0.95,0.199688535826423,0.2,0.0790399939512924,79.03999395129239,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_0.csv",1.0395880169045262,,,,,,,,,
fit_sample,LiPO_1,0,0.0,1.02655280097656,1.0,fresh_ge_0.95,0.102017442393058,0.1,0.0791125230568775,79.1125230568775,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_0.csv",1.0405419692680544,,,,,,,,,
fit_sample,LiPO_1,45,0.22058823529411764,0.994609629418985,0.9688830700893442,fresh_ge_0.95,1.0,1.0,0.0780637662445415,78.06376624454151,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_45.csv",1.0267480029448361,,,,,,,,,
fit_sample,LiPO_1,45,0.22058823529411764,0.994609629418985,0.9688830700893442,fresh_ge_0.95,0.899193301243088,0.9,0.0784943027591695,78.4943027591695,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_45.csv",1.0324107134167388,,,,,,,,,
fit_sample,LiPO_1,45,0.22058823529411764,0.994609629418985,0.9688830700893442,fresh_ge_0.95,0.798387226158719,0.8,0.0789402921136235,78.9402921136235,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_45.csv",1.0382766701986064,,,,,,,,,
fit_sample,LiPO_1,45,0.22058823529411764,0.994609629418985,0.9688830700893442,fresh_ge_0.95,0.697860186860113,0.7,0.0793369583556558,79.3369583556558,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_45.csv",1.0434938956981612,,,,,,,,,
fit_sample,LiPO_1,45,0.22058823529411764,0.994609629418985,0.9688830700893442,fresh_ge_0.95,0.597333223672245,0.6,0.0794454403574275,79.4454403574275,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_45.csv",1.0449207251227834,,,,,,,,,
fit_sample,LiPO_1,45,0.22058823529411764,0.994609629418985,0.9688830700893442,fresh_ge_0.95,0.496527528566632,0.5,0.0793650377516695,79.3650377516695,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_45.csv",1.0438632151041793,,,,,,,,,
fit_sample,LiPO_1,45,0.22058823529411764,0.994609629418985,0.9688830700893442,fresh_ge_0.95,0.39572165253728,0.4,0.079530057245797,79.530057245797,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_45.csv",1.046033664266363,,,,,,,,,
fit_sample,LiPO_1,45,0.22058823529411764,0.994609629418985,0.9688830700893442,fresh_ge_0.95,0.295194783600758,0.3,0.0797723501112584,79.77235011125839,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_45.csv",1.0492204656174657,,,,,,,,,
fit_sample,LiPO_1,45,0.22058823529411764,0.994609629418985,0.9688830700893442,fresh_ge_0.95,0.19466760241103,0.2,0.07958365824342,79.58365824341999,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_45.csv",1.0467386612183787,,,,,,,,,
fit_sample,LiPO_1,45,0.22058823529411764,0.994609629418985,0.9688830700893442,fresh_ge_0.95,0.0938617342839576,0.1,0.0793859096245059,79.3859096245059,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_45.csv",1.0441377362397,,,,,,,,,
fit_sample,LiPO_1,90,0.4411764705882353,0.956808773973652,0.9320599710637772,used_0.85_0.95,1.0,1.0,0.0797100327503176,79.7100327503176,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_90.csv",1.0484008250982737,,,,,,,,,
fit_sample,LiPO_1,90,0.4411764705882353,0.956808773973652,0.9320599710637772,used_0.85_0.95,0.895210748328319,0.9,0.0800738712025145,80.0738712025145,"LiPo Battery LP-503562-IS-3 EIS, Capacity, ECM Data/LiPO_1_fit/model_fit_cycle_90.csv",1.0531862770711835,,,,,,,,,
