row_type,scenario,label,filename,dataset_id,dataset_version,doi,source_page,download_url,local_source_file,size_bytes,extracted_csv_count,extracted_csv_total_bytes,note,archive_filename,firmware,looptime_us,pid_process_denom,blackbox_sample_rate,current_meter_scale,vbat_scale,row_count,column_count,duration_s,estimated_log_rate_hz,armed_rows,gps_speed_valid_rows,gps_alt_valid_rows,vbat_start_v,vbat_end_v,vbat_min_v,vbat_mean_v,vbat_p95_v,amperage_raw_mean,amperage_raw_p95,amperage_raw_max,current_mean_a_if_raw_per_amp_20,current_p95_a_if_raw_per_amp_20,energy_wh_if_raw_per_amp_20,capacity_mah_if_raw_per_amp_20,rc_throttle_mean,rc_throttle_p95,rc_throttle_max,gps_speed_mean_m_s,gps_speed_p95_m_s,gps_speed_max_m_s,baro_alt_min_m,baro_alt_max_m,gyro_vector_rms,gyro_vector_p95,gyro_vector_max,accel_vector_rms,accel_vector_p95,accel_vector_max,roll_setpoint_gyro_mae,pitch_setpoint_gyro_mae,yaw_setpoint_gyro_mae,roll_setpoint_range,pitch_setpoint_range,yaw_setpoint_range,roll_normalized_mae_percent,pitch_normalized_mae_percent,yaw_normalized_mae_percent,flight_count,gps_valid_flight_count,duration_s_mean,duration_s_min,duration_s_max,estimated_log_rate_hz_mean,estimated_log_rate_hz_min,estimated_log_rate_hz_max,vbat_start_v_mean,vbat_start_v_min,vbat_start_v_max,vbat_end_v_mean,vbat_end_v_min,vbat_end_v_max,vbat_mean_v_mean,vbat_mean_v_min,vbat_mean_v_max,current_mean_a_if_raw_per_amp_20_mean,current_mean_a_if_raw_per_amp_20_min,current_mean_a_if_raw_per_amp_20_max,current_p95_a_if_raw_per_amp_20_mean,current_p95_a_if_raw_per_amp_20_min,current_p95_a_if_raw_per_amp_20_max,energy_wh_if_raw_per_amp_20_mean,energy_wh_if_raw_per_amp_20_min,energy_wh_if_raw_per_amp_20_max,capacity_mah_if_raw_per_amp_20_mean,capacity_mah_if_raw_per_amp_20_min,capacity_mah_if_raw_per_amp_20_max,rc_throttle_mean_mean,rc_throttle_mean_min,rc_throttle_mean_max,rc_throttle_p95_mean,rc_throttle_p95_min,rc_throttle_p95_max,gps_speed_mean_m_s_mean,gps_speed_mean_m_s_min,gps_speed_mean_m_s_max,gps_speed_max_m_s_mean,gps_speed_max_m_s_min,gps_speed_max_m_s_max,gyro_vector_rms_mean,gyro_vector_rms_min,gyro_vector_rms_max,gyro_vector_max_mean,gyro_vector_max_min,gyro_vector_max_max,roll_setpoint_gyro_mae_mean,roll_setpoint_gyro_mae_min,roll_setpoint_gyro_mae_max,pitch_setpoint_gyro_mae_mean,pitch_setpoint_gyro_mae_min,pitch_setpoint_gyro_mae_max,yaw_setpoint_gyro_mae_mean,yaw_setpoint_gyro_mae_min,yaw_setpoint_gyro_mae_max
apdrone_real_flight_archive_metadata,open_field,Flight Data in Open Field,Flight Data in Open Field.rar,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/6ac95d16-3516-437c-b7be-b3b18ebf1319/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field_flight_data.rar,12853450,5,60026961,APdrone real-flight RAR archive; local extraction is required for flight-level rows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_real_flight_archive_flight,open_field,Flight Data in Open Field,Flight_1.csv,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,vbatLatest is interpreted as centivolts. amperageLatest uses the APdrone battery-autonomy capacity-consistency candidate raw_per_amp=20 for current/energy/capacity fields.,Flight Data in Open Field.rar,4.5,125,2,,400,110,57257,33,28.578136,2003.4896607672383,57240,57256,57256,16.07,15.12,13.86,15.675586740485878,16.04,159.47494629477617,307.0,1727.0,7.973747314738809,15.35,0.9863903780154248,63.299032361113355,41.44549138096652,62.9,67.5,2.6657227190163475,13.11,16.02,-7.11,10.04,52.73366468222025,74.01351227985333,1898.2415547026674,2238.5723232503055,2724.78758768734,28707.550853390472,3.471051574479976,8.335958922053198,1.5031349878617462,80.0,738.0,35.0,4.3388144680999705,1.1295337292755012,4.294671393890703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_real_flight_archive_flight,open_field,Flight Data in Open Field,Flight_2.csv,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,,,vbatLatest is interpreted as centivolts. amperageLatest uses the APdrone battery-autonomy capacity-consistency candidate raw_per_amp=20 for current/energy/capacity fields.,Flight Data in Open Field.rar,4.5,125,2,,400,110,35542,33,17.740353999999996,2003.398579306817,35525,35541,35541,16.44,16.15,15.62,16.112546283270497,16.39,159.9468234764504,305.0,507.0,7.9973411738225195,15.25,0.631784089850977,39.410587763889204,39.207365933262054,61.5,64.7,5.444374947244028,17.25,18.72,-4.25,9.91,341.8781536416537,216.14312387330818,2679.422512408224,2491.8212896590762,3420.550900525702,32796.78109205231,28.9673344212481,29.661639750154748,38.47059816555062,708.0,727.0,11.0,4.091431415430523,4.080005467696664,349.73271059591474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_real_flight_archive_flight,open_field,Flight Data in Open Field,Flight_3.csv,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_3.csv,,,,vbatLatest is interpreted as centivolts. amperageLatest uses the APdrone battery-autonomy capacity-consistency candidate raw_per_amp=20 for current/energy/capacity fields.,Flight Data in Open Field.rar,4.5,125,2,,400,110,166936,33,83.31865599999998,2003.57288528514,166919,166935,166935,16.42,15.88,15.54,15.981184166387118,16.44,155.29999520774427,237.0,377.0,7.764999760387214,11.85,2.856683782173497,179.71216726388576,41.76994716538075,54.5,59.7,1.5879677718872616,4.04,5.75,-2.57,7.73,58.603101719735136,136.6592473161787,557.6253222370734,2142.3606681067226,2544.8384526293953,21211.76612165993,6.2818804811424735,5.681931997891407,1.7538158336128815,444.0,567.0,394.0,1.4148379462032599,1.00210440879919,0.445130922236772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_real_flight_archive_flight,open_field,Flight Data in Open Field,Flight_4.csv,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_4.csv,,,,vbatLatest is interpreted as centivolts. amperageLatest uses the APdrone battery-autonomy capacity-consistency candidate raw_per_amp=20 for current/energy/capacity fields.,Flight Data in Open Field.rar,4.5,125,2,,400,110,28896,33,14.420991999999998,2003.676307427395,28879,28895,28895,15.01,14.44,12.24,14.613061323366557,14.96,207.49425526024362,535.0,1837.0,10.37471276301218,26.75,0.6003812907201455,41.560798972223964,48.405647840531564,100.0,100.0,2.727803772278941,4.14,6.61,-1.55,30.56,54.399134961426505,56.1159513863928,2053.3139068345104,2521.6130873838265,3576.4576049493444,39318.28354595353,5.19296788482835,6.885451273532669,1.2471622369878184,118.0,309.0,28.0,4.400820241379957,2.2283013830202814,4.454150846385065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_real_flight_archive_flight,open_field,Flight Data in Open Field,Flight_5.csv,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_5.csv,,,,vbatLatest is interpreted as centivolts. amperageLatest uses the APdrone battery-autonomy capacity-consistency candidate raw_per_amp=20 for current/energy/capacity fields.,Flight Data in Open Field.rar,4.5,125,2,,400,110,38609,33,19.26988700000001,2003.5405500821037,38592,38608,38608,15.39,15.05,13.65,15.151579683493486,15.38,109.9532233417079,225.0,1100.0,5.497661167085395,11.25,0.4414430931504142,29.42810311111138,30.146147271361603,52.5,53.5,1.917319985495234,7.869999999999999,8.26,-4.2,6.12,25.806715357410322,48.02082881417188,656.1166054902131,2236.2654473882044,2232.8067538414516,32652.407170069408,7.030744127017017,4.146209433033748,1.0905229350669532,123.0,173.0,0.0,5.716052135786192,2.3966528514645944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_real_flight_archive_scenario_summary,open_field,Flight Data in Open Field,Flight Data in Open Field.rar,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,,,,,Mean/min/max are across extracted APdrone real-flight CSVs in this scenario.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,32.66560499999999,14.420991999999998,83.31865599999998,2003.5355965737388,2003.398579306817,2003.676307427395,15.866,15.01,16.44,15.328,14.44,16.15,15.506791639400706,14.613061323366557,16.112546283270497,7.921692435809223,5.497661167085395,10.37471276301218,16.09,11.25,26.75,1.1033365267820918,0.4414430931504142,2.856683782173497,70.68213789444474,29.42810311111138,179.71216726388576,40.1949199183005,30.146147271361603,48.405647840531564,66.28,52.5,100.0,2.8686378391843625,1.5879677718872616,5.444374947244028,11.072,5.75,18.72,106.68415407248918,25.806715357410322,341.8781536416537,1568.9439803345376,557.6253222370734,2679.422512408224,10.188795697743183,3.471051574479976,28.9673344212481,10.942238275333155,4.146209433033748,29.661639750154748,8.813046831816004,1.0905229350669532,38.47059816555062
apdrone_real_flight_archive_metadata,urban_environment,Flight Data in Urban Environment,Flight Data in Urban Environment.rar,zgsvdtxnfh,2,10.17632/zgsvdtxnfh.2,https://data.mendeley.com/datasets/zgsvdtxnfh/2,https://data.mendeley.com/public-files/datasets/zgsvdtxnfh/files/186d016c-d0b5-46d8-98ae-f06a14ccba3f/file_downloaded,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/urban_environment_flight_data.rar,132322636,5,569460626,APdrone real-flight RAR archive; local extraction is required for flight-level rows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_real_flight_archive_flight,urban_environment,Flight Data in Urban Environment,Flight_1.csv,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/urban_environment/Flight Data in Urban Environment/Flight_1.csv,,,,vbatLatest is interpreted as centivolts. amperageLatest uses the APdrone battery-autonomy capacity-consistency candidate raw_per_amp=20 for current/energy/capacity fields.,Flight Data in Urban Environment.rar,4.5,125,2,,400,110,297466,67,148.313894,2005.644865611849,297450,0,0,16.43,15.38,13.55,15.590864434927017,16.37,134.53965831389132,200.0,1417.0,6.726982915694566,10.0,4.297250781633175,277.1383846111651,46.6505805705526,55.0,56.1,,,,-7.24,14.72,24.349719712700367,55.33534132902769,616.9384085952179,2058.9422923860643,2259.3445952311035,22236.736496167778,2.9580086463663076,2.0345652948572273,0.6541991353633693,285.0,254.0,3.0,1.0378977706548447,0.8010099586052076,21.80663784544564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_real_flight_archive_flight,urban_environment,Flight Data in Urban Environment,Flight_2.csv,,,,https://data.mendeley.com/datasets/zgsvdtxnfh/2,,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/urban_environment/Flight Data in Urban Environment/Flight_2.csv,,,,vbatLatest is interpreted as centivolts. amperageLatest uses the APdrone battery-autonomy capacity-consistency candidate raw_per_amp=20 for current/energy/capacity fields.,Flight Data in Urban Environment.rar,4.5,125,2,,400,110,393733,67,196.29007800000002,2005.8680704177007,393716,0,0,16.68,15.47,14.22,15.786203315444732,16.32,134.1912717501454,190.0,1185.0,6.7095635875072706,9.5,5.770201801246386,365.83987920834727,46.1778339636251,53.2,56.2,,,,-6.96,5.62,15.198068355272282,31.064449134018133,464.6826874330482,2060.912982332169,2198.995725324048,20089.841363236297,2.739506213601603,2.028034226239609,0.577909395453264,178.0,135.0,32.0,1.5390484346076423,1.5022475749923032,1.80596686079145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
