row_type,scenario,altitude_m,ambient_temperature_c,pressure_ratio,density_ratio,density_kg_m3,speed_of_sound_m_s,dynamic_viscosity_pa_s,viscosity_ratio_25c,same_thrust_rpm_scale,preset,radius_m,blade_pitch_m,proxy_chord_m,hover_tip_speed_m_s,max_tip_speed_m_s,hover_tip_mach,max_tip_mach,hover_reynolds_75r_proxy,max_reynolds_75r_proxy,hover_code_reynolds_index,max_code_reynolds_index,hover_low_reynolds_loss_proxy,max_low_reynolds_loss_proxy,hover_compressibility_thrust_scale,max_compressibility_thrust_scale,source,note,name,family,temperature_proxy_c,density_proxy_kg_m3,dynamic_viscosity_proxy_pa_s,diameter_m,rpm,tip_speed_m_s,tip_mach_proxy,reynolds_75r_proxy,ct,cp,qt_m,sample_count,rpm_min,rpm_max,reynolds_75r_min_proxy,reynolds_75r_max_proxy,tip_mach_min_proxy,tip_mach_max_proxy,ct_at_low_re_proxy,ct_at_high_re_proxy,ct_high_over_low_re_proxy,cp_at_low_re_proxy,cp_at_high_re_proxy,cp_high_over_low_re_proxy,qt_high_over_low_re_proxy,ct_slope_per_100k_re_proxy,ct_vs_re_proxy_r2,cp_slope_per_100k_re_proxy,cp_vs_re_proxy_r2
current_preset_atmosphere,sea_level_isa,0.0,15.0,1.0,1.0,1.225,340.29228686527705,1.789380278077583e-05,0.9739532625301786,1.0,racingQuad,0.0635,0.10795,0.00762,86.59970425683154,193.75664615964658,0.2544862390346117,0.5693830087790251,33881.76968119903,75806.4720395953,2.6151666852925666,2.8748812779024293,0.0,0.0,1.0,0.9558283744722249,https://www.grc.nasa.gov/www/k-12/airplane/atmosmet.html,ISA sea-level reference used by the standard-atmosphere pressure law.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_preset_atmosphere,sea_level_isa,0.0,15.0,1.0,1.0,1.225,340.29228686527705,1.789380278077583e-05,0.9739532625301786,1.0,cinewhoop,0.038,0.06459999999999999,0.00456,17.101209256759542,31.694190936675362,0.05025447216066338,0.09313814082780902,4003.9290171548273,7420.603353908447,0.3090435320959587,0.572759771951348,1.0,0.9722442673989764,1.0,1.0,https://www.grc.nasa.gov/www/k-12/airplane/atmosmet.html,ISA sea-level reference used by the standard-atmosphere pressure law.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_preset_atmosphere,sea_level_isa,0.0,15.0,1.0,1.0,1.225,340.29228686527705,1.789380278077583e-05,0.9739532625301786,1.0,heavyLift,0.127,0.2159,0.01524,62.88311733883745,116.70494610103054,0.1847914859255482,0.34295501427934055,49205.5098061661,91320.63760229143,3.7979306036463325,5.749762555804859,0.0,0.0,1.0,1.0,https://www.grc.nasa.gov/www/k-12/airplane/atmosmet.html,ISA sea-level reference used by the standard-atmosphere pressure law.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_preset_atmosphere,sea_level_isa,0.0,15.0,1.0,1.0,1.225,340.29228686527705,1.789380278077583e-05,0.9739532625301786,1.0,hexLift,0.105,0.1785,0.012599999999999998,45.85085161422849,89.23284148787373,0.13473961469006498,0.26222410830957604,29662.835088886524,57728.460178614456,2.2895279333307297,4.455775104808765,0.0,0.0,1.0,1.0,https://www.grc.nasa.gov/www/k-12/airplane/atmosmet.html,ISA sea-level reference used by the standard-atmosphere pressure law.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_preset_atmosphere,sea_level_isa,0.0,15.0,1.0,1.0,1.225,340.29228686527705,1.789380278077583e-05,0.9739532625301786,1.0,octoLift,0.115,0.1955,0.0138,58.69385730010958,99.59292143521044,0.17248071603617243,0.2926687594145783,41587.847611870195,70567.09901839694,3.2099608317666273,5.206477904862668,0.0,0.0,1.0,1.0,https://www.grc.nasa.gov/www/k-12/airplane/atmosmet.html,ISA sea-level reference used by the standard-atmosphere pressure law.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_preset_atmosphere,sea_level_isa,0.0,15.0,1.0,1.0,1.225,340.29228686527705,1.789380278077583e-05,0.9739532625301786,1.0,coaxialX8,0.115,0.1955,0.0138,60.395480901150634,99.59292143521044,0.17748119258742243,0.2926687594145783,42793.54214734802,70567.09901839694,3.3030224460650843,5.206477904862668,0.0,0.0,1.0,1.0,https://www.grc.nasa.gov/www/k-12/airplane/atmosmet.html,ISA sea-level reference used by the standard-atmosphere pressure law.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_preset_atmosphere,project_default_25c,0.0,25.0,1.0,0.9664598356531947,1.1839132986751637,346.146703725458,1.837234235890388e-05,1.0,1.0172040833311593,racingQuad,0.0635,0.10795,0.00762,86.59970425683154,193.75664615964658,0.2501820855862231,0.5597529720038076,31892.45951350851,71355.62466579965,2.4616216454021376,2.7060875398289452,0.0,0.0,1.0,0.9624421598349558,https://www.grc.nasa.gov/www/k-12/airplane/atmosmet.html,Current DroneEnvironment.calm temperature; standard-atmosphere density ratio is below 1 because ISA sea level is 15 C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_preset_atmosphere,project_default_25c,0.0,25.0,1.0,0.9664598356531947,1.1839132986751637,346.146703725458,1.837234235890388e-05,1.0,1.0172040833311593,cinewhoop,0.038,0.06459999999999999,0.00456,17.101209256759542,31.694190936675362,0.04940451280542355,0.09156288531874399,3768.845171786591,6984.915317503434,0.2908985695853781,0.5391311613826628,1.0,0.9961851860075372,1.0,1.0,https://www.grc.nasa.gov/www/k-12/airplane/atmosmet.html,Current DroneEnvironment.calm temperature; standard-atmosphere density ratio is below 1 because ISA sea level is 15 C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_preset_atmosphere,project_default_25c,0.0,25.0,1.0,0.9664598356531947,1.1839132986751637,346.146703725458,1.837234235890388e-05,1.0,1.0172040833311593,heavyLift,0.127,0.2159,0.01524,62.88311733883745,116.70494610103054,0.18166608741914358,0.33715457881001126,46316.49244122845,85958.90252730729,3.5749416028619647,5.4121750796578905,0.0,0.0,1.0,1.0,https://www.grc.nasa.gov/www/k-12/airplane/atmosmet.html,Current DroneEnvironment.calm temperature; standard-atmosphere density ratio is below 1 because ISA sea level is 15 C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_preset_atmosphere,project_default_25c,0.0,25.0,1.0,0.9664598356531947,1.1839132986751637,346.146703725458,1.837234235890388e-05,1.0,1.0172040833311593,hexLift,0.105,0.1785,0.012599999999999998,45.85085161422849,89.23284148787373,0.13246074892741005,0.2577890834362752,27921.232451241744,54339.03235713441,2.1551022159068363,4.194161889078273,0.0,0.0,1.0,1.0,https://www.grc.nasa.gov/www/k-12/airplane/atmosmet.html,Current DroneEnvironment.calm temperature; standard-atmosphere density ratio is below 1 because ISA sea level is 15 C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_preset_atmosphere,project_default_25c,0.0,25.0,1.0,0.9664598356531947,1.1839132986751637,346.146703725458,1.837234235890388e-05,1.0,1.0172040833311593,octoLift,0.115,0.1955,0.0138,58.69385730010958,99.59292143521044,0.1695635309202941,0.28771882084482114,39146.08825617264,66423.87247200974,3.0214934706870475,4.900788457957932,0.0,0.0,1.0,1.0,https://www.grc.nasa.gov/www/k-12/airplane/atmosmet.html,Current DroneEnvironment.calm temperature; standard-atmosphere density ratio is below 1 because ISA sea level is 15 C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_preset_atmosphere,project_default_25c,0.0,25.0,1.0,0.9664598356531947,1.1839132986751637,346.146703725458,1.837234235890388e-05,1.0,1.0172040833311593,coaxialX8,0.115,0.1955,0.0138,60.395480901150634,99.59292143521044,0.1744794338675909,0.28771882084482114,40280.99249878434,66423.87247200974,3.109091131440943,4.900788457957932,0.0,0.0,1.0,1.0,https://www.grc.nasa.gov/www/k-12/airplane/atmosmet.html,Current DroneEnvironment.calm temperature; standard-atmosphere density ratio is below 1 because ISA sea level is 15 C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_preset_atmosphere,cold_sea_level_-10c,0.0,-10.0,1.0,1.0950028500855025,1.3413784913547406,325.195465066781,1.666149030574621e-05,0.9068789368423384,0.9556357214629643,racingQuad,0.0635,0.10795,0.00762,86.59970425683154,193.75664615964658,0.26630046713304484,0.5958159537060499,39844.661084920765,89147.73976925005,3.0754128617395886,3.3808349225916956,0.0,0.0,1.0,0.9360805202453826,https://www.grc.nasa.gov/www/k-12/airplane/atmosmet.html,Cold dense air and lower speed of sound; useful for max-tip-Mach checks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_preset_atmosphere,cold_sea_level_-10c,0.0,-10.0,1.0,1.0950028500855025,1.3413784913547406,325.195465066781,1.666149030574621e-05,0.9068789368423384,0.9556357214629643,cinewhoop,0.038,0.06459999999999999,0.00456,17.101209256759542,31.694190936675362,0.05258747766746285,0.0974619708493375,4708.585064998538,8726.56382662846,0.36343245682598413,0.6735604193998623,1.0,0.7968032670501534,1.0,1.0,https://www.grc.nasa.gov/www/k-12/airplane/atmosmet.html,Cold dense air and lower speed of sound; useful for max-tip-Mach checks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
