row_type,name,metric,value,unit,source_file,source_url,evidence_role,note
mendeley_30in_prop_packet_source_inventory,mendeley_30in_hover_dataset,dataset_title,Dataset of 30-Inch Propellers Performance for UAVs: A Comprehensive Comparison in Hover Condition,text,docs/data/raw/mendeley_30in_propellers_hover_69hhwc3fd3_v1.zip,https://data.mendeley.com/datasets/69hhwc3fd3/1,source_inventory,Mendeley dataset title.
mendeley_30in_prop_packet_source_inventory,mendeley_30in_hover_dataset,doi,https://doi.org/10.17632/69hhwc3fd3.1,url,docs/data/raw/mendeley_30in_propellers_hover_69hhwc3fd3_v1.zip,https://data.mendeley.com/datasets/69hhwc3fd3/1,source_inventory,Dataset DOI.
mendeley_30in_prop_packet_source_inventory,mendeley_30in_hover_dataset,outer_zip_size,11890255,bytes,docs/data/raw/mendeley_30in_propellers_hover_69hhwc3fd3_v1.zip,https://data.mendeley.com/datasets/69hhwc3fd3/1,source_inventory,Downloaded Mendeley public zip.
mendeley_30in_prop_packet_source_inventory,mendeley_30in_hover_dataset,propeller_count,5,count,docs/data/raw/mendeley_30in_propellers_hover_69hhwc3fd3_v1.zip,https://data.mendeley.com/datasets/69hhwc3fd3/1,source_inventory,P1..P5 source folders.
mendeley_30in_prop_packet_source_inventory,mendeley_30in_hover_dataset,raw_xls_file_count,35,files,docs/data/raw/mendeley_30in_propellers_hover_69hhwc3fd3_v1.zip,https://data.mendeley.com/datasets/69hhwc3fd3/1,source_inventory,Raw 100 Hz Flight Stand files.
mendeley_30in_prop_packet_source_inventory,mendeley_30in_hover_dataset,summary_xlsx_file_count,20,files,docs/data/raw/mendeley_30in_propellers_hover_69hhwc3fd3_v1.zip,https://data.mendeley.com/datasets/69hhwc3fd3/1,source_inventory,AVG/STD/MIN/MAX workbooks across P1..P5.
mendeley_30in_prop_packet_source_inventory,mendeley_30in_hover_dataset,rpm_setpoints,500|1000|1500|2000|2500|3000|3500,rpm,docs/data/raw/mendeley_30in_propellers_hover_69hhwc3fd3_v1.zip,https://data.mendeley.com/datasets/69hhwc3fd3/1,source_inventory,Filename setpoints available in raw XLS files.
mendeley_30in_prop_packet_source_inventory,mendeley_30in_hover_dataset,rpm_setpoint_min,500,rpm,docs/data/raw/mendeley_30in_propellers_hover_69hhwc3fd3_v1.zip,https://data.mendeley.com/datasets/69hhwc3fd3/1,source_inventory,Actual files include lower RPM than the page text summary.
mendeley_30in_prop_packet_source_inventory,mendeley_30in_hover_dataset,rpm_setpoint_max,3500,rpm,docs/data/raw/mendeley_30in_propellers_hover_69hhwc3fd3_v1.zip,https://data.mendeley.com/datasets/69hhwc3fd3/1,source_inventory,Maximum raw file setpoint.
mendeley_30in_prop_packet_source_inventory,mendeley_30in_hover_dataset,sample_rate,100,Hz,docs/data/raw/mendeley_30in_propellers_hover_69hhwc3fd3_v1.zip,https://data.mendeley.com/datasets/69hhwc3fd3/1,source_inventory,Mendeley description says data were collected at 100 Hz.
mendeley_30in_prop_packet_source_inventory,mendeley_30in_hover_dataset,case_duration,60,s,docs/data/raw/mendeley_30in_propellers_hover_69hhwc3fd3_v1.zip,https://data.mendeley.com/datasets/69hhwc3fd3/1,source_inventory,Mendeley description says 60 seconds per case.
mendeley_30in_prop_packet_source_inventory,mendeley_30in_hover_dataset,prop_diameter,0.762,m,docs/data/raw/mendeley_30in_propellers_hover_69hhwc3fd3_v1.zip,https://data.mendeley.com/datasets/69hhwc3fd3/1,source_inventory,30 inch propeller diameter converted to SI.
mendeley_30in_prop_packet_source_inventory,mendeley_30in_hover_dataset,assumed_air_density,1.225,kg/m^3,docs/data/raw/mendeley_30in_propellers_hover_69hhwc3fd3_v1.zip,https://data.mendeley.com/datasets/69hhwc3fd3/1,source_inventory,Used only for CT/CP/Figure-of-Merit derived rows.
