row_type,source_page,doi,strict_static_definition,zero_throttle_low_motion_definition,baro_alt_unit_assumption,min_segment_duration_s,min_segment_samples,max_segment_gap_s,current_apDrone_quiet_baro_noise_rms_m,current_apDrone_quiet_baro_noise_amplitude_m,dps310_pressure_noise_altitude_m,current_apDrone_baro_altitude_tau_s,current_apDrone_baro_vertical_speed_tau_s,note,selection,segment_count,source_file_count,sample_count_total,duration_total_s,baro_alt_std_m_p50,baro_alt_std_m_p90,baro_alt_detrended_std_m_p50,baro_alt_detrended_std_m_p90,baro_alt_peak_to_peak_m_p50,baro_alt_peak_to_peak_m_p90,abs_baro_alt_slope_m_s_p50,abs_baro_alt_slope_m_s_p90,detrended_p50_over_current_quiet_rms,detrended_p90_over_current_quiet_rms,detrended_p50_over_dps310_pressure_noise,detrended_p90_over_dps310_pressure_noise,local_source_file,flight_filename,start_time_s,end_time_s,duration_s,sample_count,sample_rate_hz,firmware_version,baro_hardware,acc_1g_counts,baro_alt_mean_m,baro_alt_std_m,baro_alt_detrended_std_m,baro_alt_min_m,baro_alt_max_m,baro_alt_peak_to_peak_m,baro_alt_linear_slope_m_s,baro_alt_linear_drift_over_segment_m,baro_alt_std_over_current_quiet_rms,baro_alt_detrended_std_over_current_quiet_rms,baro_alt_detrended_std_over_dps310_pressure_noise,gyro_norm_mean_deg_s,gyro_norm_p95_deg_s,acc_norm_mean_counts,throttle_mean,gps_speed_mean_m_s
apdrone_baro_noise_method,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,rcCommands[3] == 0 and setpoint[0..2] == 0,"rcCommands[3] == 0, gyro norm <= 15 deg/s, abs(acc norm - acc_1G) <= 250 counts",baroAlt / 100 = meters,0.25,100,0.02,0.005319309165671799,0.007000000000000001,0.016648427966986585,0.09,0.18,"Segment standard deviations include sensor noise, filter quantization, residual vibration, and local pressure changes; detrended std removes only a linear drift inside each segment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_baro_noise_selection_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,,,,,,"P50/P90 are over contiguous accepted segments, not over all samples.",strict_static,1,1,1217,0.6069669999999974,0.06256034856621706,0.06256034856621706,0.0448688059126939,0.0448688059126939,0.20999999999999985,0.20999999999999985,0.24860684156002025,0.24860684156002025,8.43508142039479,8.43508142039479,2.6950776374602823,2.6950776374602823,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_baro_noise_selection_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,,,,,,"P50/P90 are over contiguous accepted segments, not over all samples.",zero_throttle_low_motion,43,21,177026,89.17872299999983,0.07234794487121128,0.15701987989708205,0.0473254554729487,0.13125824407872994,0.21,0.958,0.03734281684447072,0.6436827196710759,8.896917625763113,24.675806573869778,2.8426380897219783,7.884122413179895,,,,,,,,,,,,,,,,,,,,,,,,,,
apdrone_baro_noise_segment,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,0.005319309165671799,,0.016648427966986585,0.09,0.18,baroAlt is interpreted as centimeters; detrended std removes linear drift within the accepted window.,zero_throttle_low_motion,,,,,,,,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight1.csv,flight1.csv,7.426054,9.000929,1.5748749999999996,1579,1001.9842844670214,4.5.0,0,2048.0,-0.21752374920835973,0.09629691345575377,0.043801347181006756,-0.38,-0.07,0.31,0.188515617299409,0.29688853279440663,18.103274402098418,8.234405223836035,2.6309599481622965,9.606079797340088,11.0,2062.268703273482,0.0,
apdrone_baro_noise_segment,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,0.005319309165671799,,0.016648427966986585,0.09,0.18,baroAlt is interpreted as centimeters; detrended std removes linear drift within the accepted window.,zero_throttle_low_motion,,,,,,,,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight2.csv,flight2.csv,8.608724,9.938182,1.329457999999999,1333,1001.9120573948188,4.5.0,0,2048.0,-0.0600675168792198,0.045796230918081327,0.045225613003999965,-0.09,0.01,0.09999999999999999,0.018764446411428874,0.024946543397245387,8.609432069417519,8.50215913296858,2.716509516314767,14.0,14.0,2057.13535074646,0.0,
apdrone_baro_noise_segment,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,0.005319309165671799,,0.016648427966986585,0.09,0.18,baroAlt is interpreted as centimeters; detrended std removes linear drift within the accepted window.,zero_throttle_low_motion,,,,,,,,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight3.csv,flight3.csv,33.239844,34.204068,0.9642240000000015,967,1001.8418956590983,4.5.0,0,2048.0,0.563329886246122,0.05055102540892705,0.04698113528666913,0.53,0.64,0.10999999999999999,-0.06696744673665934,-0.06457161936220872,9.503306507386048,8.832187380621198,2.8219562459489596,9.204985226125457,10.0,2034.1216361417848,0.0,
apdrone_baro_noise_segment,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,0.005319309165671799,,0.016648427966986585,0.09,0.18,baroAlt is interpreted as centimeters; detrended std removes linear drift within the accepted window.,zero_throttle_low_motion,,,,,,,,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight4.csv,flight4.csv,34.665006,37.295498,2.630492000000004,2636,1001.713747846409,4.5.0,0,2048.0,-0.7348368740515933,0.04254708119602664,0.03679525051664743,-0.83,-0.62,0.20999999999999996,-0.028121892184326744,-0.07397441241573413,7.998610321544111,6.9172987263281955,2.210133628809368,2.6369499241274656,3.0,2041.1520985027698,0.0,
apdrone_baro_noise_segment,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,0.005319309165671799,,0.016648427966986585,0.09,0.18,baroAlt is interpreted as centimeters; detrended std removes linear drift within the accepted window.,zero_throttle_low_motion,,,,,,,,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight5.csv,flight5.csv,10.595846,11.727685,1.1318389999999994,1135,1001.9092821505537,4.5.0,0,2048.0,0.6511453744493393,0.03911477534654202,0.03451368540826079,0.57,0.67,0.10000000000000009,0.05628288725199306,0.06370316682440855,7.35335625892353,6.488377406411177,2.073089752179639,4.381319140503632,5.0990195135927845,2058.9748552331685,0.0,
apdrone_baro_noise_segment,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,0.005319309165671799,,0.016648427966986585,0.09,0.18,baroAlt is interpreted as centimeters; detrended std removes linear drift within the accepted window.,zero_throttle_low_motion,,,,,,,,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight5.csv,flight5.csv,205.212579,206.383516,1.1709369999999808,1174,1001.7618368879105,4.5.0,0,2048.0,-3.269778534923339,0.04360601074371872,0.04084260104613991,-3.39,-3.18,0.20999999999999996,0.04515509001602501,0.05287376563809341,8.1976830798124,7.678177705803968,2.4532406979884085,6.3898184865191,11.0,2052.042582213157,0.0,
apdrone_baro_noise_segment,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,0.005319309165671799,,0.016648427966986585,0.09,0.18,baroAlt is interpreted as centimeters; detrended std removes linear drift within the accepted window.,zero_throttle_low_motion,,,,,,,,,,,,,,,,,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight1.csv,flight1.csv,13.33355,18.045845,4.712294999999999,9444,2003.906801250771,4.5.0,0,2048.0,1.0627657772130454,0.1814786313483929,0.04067051983460978,0.78,1.4,0.6199999999999999,0.13000147624272537,0.6126053064912135,34.11695498347165,7.64582741252892,2.442904514183465,0.0,0.0,2055.1007601928213,0.0,
