row_type,name,source,repo_source,paper_source,archive_path,hdf5_path,metadata_path,groundtruth_path,mode,trajectory,sequence,split,reference_speed_label,reference_speed_m_s,rosbag_metadata_duration_s,groundtruth_row_count,hdf5_sample_count,duration_s,median_dt_s,sample_rate_hz,speed_p50_m_s,speed_p95_m_s,speed_p99_m_s,speed_max_m_s,speed_max_over_reference_label,rotor_spd_zero_fraction,rotor_spd_p50_reported_units,rotor_spd_p95_reported_units,rotor_spd_p99_reported_units,rotor_spd_max_reported_units,throttle_p50,throttle_p95,throttle_max,gyro_vector_dynamic_rms_rad_s,gyro_vector_norm_p95_rad_s,gyro_vector_norm_max_rad_s,accel_vector_dynamic_rms_m_s2,accel_vector_norm_p95_m_s2,accel_vector_norm_max_m_s2,blade_pass_hz_if_mech_rpm_3blade_p95,blade_pass_hz_if_mech_rpm_3blade_max,current_racing_hover_rpm,current_racing_max_rpm,current_racing_max_blade_pass_hz,current_racing_gyro_lpf_hz,rotor_spd_max_over_current_racing_max_rpm,blade_pass_max_over_current_racing_max_blade_pass,current_racing_gyro_lpf_over_sample_max_bpf,current_racing_x_drag_at_sample_vmax_n,current_racing_x_drag_at_sample_vmax_over_margin,current_racing_required_total_thrust_over_max_at_sample_vmax,current_racing_tilt_deg_for_drag_balance_at_sample_vmax,note,rotor0_spd_mean_reported_units,rotor0_spd_max_reported_units,rotor1_spd_mean_reported_units,rotor1_spd_max_reported_units,rotor2_spd_mean_reported_units,rotor2_spd_max_reported_units,rotor3_spd_mean_reported_units,rotor3_spd_max_reported_units
reference_aiio_hdf5_sample,AIIO_circle_spd_1_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,docs/data/raw/aiio/AI-IO_dataset.tar.gz,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/circle/spd_1/processed_data/test/data.hdf5,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/circle/spd_1/metadata.yaml,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/circle/spd_1/processed_data/test/stamped_groundtruth_imu.txt,autonomous,circle,spd_1,test,directory_spd_1,1.0,64.628191494,6412,6412,64.10993885993958,0.009999990463256836,100.00009536752259,1.0041185398642338,1.2602189500521455,1.3002586375504925,1.331544989511356,1.331544989511356,0.0,13742.0,14771.0,15301.967555526755,17823.470980580827,0.29539739795899395,0.3018907136973917,0.3242874833909684,0.29160709145987,0.5574255325810443,3.331832255042019,0.7426641071506433,9.978210834337904,34.832869047076926,738.55,891.1735490290414,13023.090711279678,29137.63274949454,1456.881637474727,120.0,0.6116993488734948,0.6116993488734948,0.1346539067847597,0.3235747007844355,0.006115386940433385,0.19985494181936125,1.7181205342194257,Parsed from AI-IO processed_data/test HDF5. rotor_spd is kept in dataset reported units; blade-pass fields assume those units are mechanical RPM and should be rechecked before absolute motor fitting.,13411.330683434931,16026.66682171573,13801.115623188225,17216.947244400722,13755.109075565479,17823.470980580827,13904.070461590725,16302.36247937247
reference_aiio_hdf5_sample,AIIO_circle_spd_3_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,docs/data/raw/aiio/AI-IO_dataset.tar.gz,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/circle/spd_3/processed_data/test/data.hdf5,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/circle/spd_3/metadata.yaml,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/circle/spd_3/processed_data/test/stamped_groundtruth_imu.txt,autonomous,circle,spd_3,test,directory_spd_3,3.0,64.803154935,6486,6486,64.84993815422058,0.009999990463256836,100.00009536752259,0.6939344422211126,1.2280203014929667,1.4706380328195021,2.1178696609421075,0.7059565536473692,0.0014646931853222326,13793.523553537438,14836.488376428271,15469.418614113603,19310.227033014664,0.27944152284273194,0.2875443788118022,0.3235065313106264,0.5173982233827703,1.0441174700195233,4.729616462121727,0.783221607873915,10.111953672555826,31.642323303416262,741.8244188214136,965.5113516507331,13023.090711279678,29137.63274949454,1456.881637474727,120.0,0.6627246351490117,0.6627246351490116,0.12428647244264525,0.8185803718848743,0.015470726554900853,0.20033942282951697,4.339493765743681,Parsed from AI-IO processed_data/test HDF5. rotor_spd is kept in dataset reported units; blade-pass fields assume those units are mechanical RPM and should be rechecked before absolute motor fitting.,13503.072206937974,16329.532397698553,13734.453710872154,18440.07515034881,13713.093710683224,19310.227033014664,14006.95469896176,18452.784164519468
reference_aiio_hdf5_sample,AIIO_eight_spd_1_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,docs/data/raw/aiio/AI-IO_dataset.tar.gz,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/eight/spd_1/processed_data/test/data.hdf5,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/eight/spd_1/metadata.yaml,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/eight/spd_1/processed_data/test/stamped_groundtruth_imu.txt,autonomous,eight,spd_1,test,directory_spd_1,1.0,59.863654075,5962,5962,59.609943151474,0.009999990463256836,100.00009536752259,0.8315833416011431,1.3490620799782056,1.4341110686348268,1.5144669839441323,1.5144669839441323,0.0,13777.180943835017,14786.01978582709,15427.893175259454,18509.679097154072,0.2874467220502431,0.2927719104589273,0.3405577395571228,0.31772227963097993,0.6429847547929608,2.0070687748531673,0.5273318934208658,9.961933224798491,13.690106586307158,739.3009892913545,925.4839548577037,13023.090711279678,29137.63274949454,1456.881637474727,120.0,0.6352499276893098,0.6352499276893099,0.12966189134899742,0.41858386979587264,0.007911008878691912,0.19991542910610238,2.2221528589271764,Parsed from AI-IO processed_data/test HDF5. rotor_spd is kept in dataset reported units; blade-pass fields assume those units are mechanical RPM and should be rechecked before absolute motor fitting.,13642.935478969728,16555.590274627026,13761.944206914279,17351.00202501489,13814.656141432664,18509.679097154072,14013.03815895232,16772.47213878502
reference_aiio_hdf5_sample,AIIO_eight_spd_3_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,docs/data/raw/aiio/AI-IO_dataset.tar.gz,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/eight/spd_3/processed_data/test/data.hdf5,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/eight/spd_3/metadata.yaml,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/eight/spd_3/processed_data/test/stamped_groundtruth_imu.txt,autonomous,eight,spd_3,test,directory_spd_3,3.0,59.864549949,5955,5955,59.5399432182312,0.009999990463256836,100.00009536752259,1.3434840727812825,2.6145828640807993,2.750892537070234,2.850049493371457,0.9500164977904856,0.0,13927.347525695051,15702.979819837434,16555.882795851852,19427.620770664693,0.3044916678780229,0.31913033599468016,0.3806086844022207,0.809927950271909,1.7223480497804833,4.222212869473524,0.9286574276734001,10.846532488771656,14.297357174920892,785.1489909918718,971.3810385332347,13023.090711279678,29137.63274949454,1456.881637474727,120.0,0.666753573898405,0.666753573898405,0.12353545646844984,1.482407735926709,0.02801670491143566,0.20164251598815425,7.824655569060781,Parsed from AI-IO processed_data/test HDF5. rotor_spd is kept in dataset reported units; blade-pass fields assume those units are mechanical RPM and should be rechecked before absolute motor fitting.,13737.913045288526,19301.352139716357,13987.94031274856,19427.620770664693,14039.404098365349,17630.148331918783,14077.010697385951,17644.12186323714
reference_aiio_hdf5_sample,AIIO_manual_high_seq_1_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,docs/data/raw/aiio/AI-IO_dataset.tar.gz,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/high/seq_1/processed_data/test/data.hdf5,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/high/seq_1/metadata.yaml,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/high/seq_1/processed_data/test/stamped_groundtruth_imu.txt,manual,high,seq_1,test,manual_high_14m_s,14.0,168.624510384,2513,2513,25.119976043701172,0.009999990463256836,100.00009536752259,2.194344855947218,3.9968856500417718,4.58150587715946,4.726699645482486,0.337621403248749,0.0,13817.99988126869,19446.40980430867,20729.054674447012,21510.668493411806,0.31301823338935436,0.46558224966311396,0.5059000253677368,0.9640476569771524,2.1021251246097092,3.654116042777116,4.729331726225772,18.3007433192265,21.88063758361712,972.3204902154337,1075.5334246705902,13023.090711279678,29137.63274949454,1456.881637474727,120.0,0.7382435175275163,0.7382435175275162,0.11157254367687651,4.077358340795278,0.07705986867427546,0.2135587607418657,20.70544548677789,Parsed from AI-IO processed_data/test HDF5. rotor_spd is kept in dataset reported units; blade-pass fields assume those units are mechanical RPM and should be rechecked before absolute motor fitting.,13146.093946811097,20483.44508932914,13818.749620876337,21510.668493411806,13248.442619714642,21324.073181746335,14003.199457802373,21425.706456220196
reference_aiio_hdf5_sample,AIIO_manual_high_seq_2_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,docs/data/raw/aiio/AI-IO_dataset.tar.gz,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/high/seq_2/processed_data/test/data.hdf5,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/high/seq_2/metadata.yaml,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/high/seq_2/processed_data/test/stamped_groundtruth_imu.txt,manual,high,seq_2,test,manual_high_14m_s,14.0,154.475791026,2302,2302,23.00997805595398,0.009999990463256836,100.00009536752259,6.955973873988807,11.581764871188826,12.491965792295263,13.294827955271648,0.9496305682336892,0.0,16645.275209704276,21510.433569072862,24950.02265337304,29146.829122720956,0.38914300993180173,0.47816147890229876,0.5358999967575073,1.6280257367044058,3.7386733909860177,7.003632097479811,4.481276157278185,17.91583521051587,23.80791814033337,1075.521678453643,1457.3414561360478,13023.090711279678,29137.63274949454,1456.881637474727,120.0,1.0003156184068034,1.0003156184068032,0.08234171854149025,32.25732219074973,0.6096459530996553,0.6298749521604063,71.50931964528748,Parsed from AI-IO processed_data/test HDF5. rotor_spd is kept in dataset reported units; blade-pass fields assume those units are mechanical RPM and should be rechecked before absolute motor fitting.,15700.893259229788,24063.644735317965,16896.186923804107,29146.829122720956,15532.46299644911,27511.31663677603,16672.433986439548,28200.0
reference_aiio_hdf5_sample,AIIO_manual_high_seq_3_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,docs/data/raw/aiio/AI-IO_dataset.tar.gz,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/high/seq_3/processed_data/test/data.hdf5,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/high/seq_3/metadata.yaml,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/high/seq_3/processed_data/test/stamped_groundtruth_imu.txt,manual,high,seq_3,test,manual_high_14m_s,14.0,162.899393337,2445,2445,24.439976692199707,0.009999990463256836,100.00009536752259,3.5048397086608256,7.946678183836243,10.60808321950059,11.207434975704354,0.8005310696931681,0.009713701431492843,14332.198989039587,19594.910078629462,20746.74274282186,21962.052192841416,0.32589998841285706,0.4449999928474426,0.44690001010894775,1.6835560761458057,3.5408361193474764,8.710666147407716,3.234597874470086,16.05841145865933,51.82909279753076,979.7455039314732,1098.1026096420708,13023.090711279678,29137.63274949454,1456.881637474727,120.0,0.7537349510049817,0.7537349510049816,0.1092794051724495,22.92320426907203,0.43323616982453844,0.4691583461866366,64.79903032747227,Parsed from AI-IO processed_data/test HDF5. rotor_spd is kept in dataset reported units; blade-pass fields assume those units are mechanical RPM and should be rechecked before absolute motor fitting.,13952.595735521723,21299.408282063418,15394.53525956695,21161.94053954005,13770.723116804102,21086.464631931503,15459.349951806375,21962.052192841416
reference_aiio_hdf5_sample,AIIO_manual_high_seq_4_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,docs/data/raw/aiio/AI-IO_dataset.tar.gz,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/high/seq_4/processed_data/test/data.hdf5,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/high/seq_4/metadata.yaml,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/high/seq_4/processed_data/test/stamped_groundtruth_imu.txt,manual,high,seq_4,test,manual_high_14m_s,14.0,162.70016265,2441,2441,24.39997673034668,0.009999990463256836,100.00009536752259,2.8156815247132543,9.215972375704082,12.691113458679814,13.597415180566555,0.9712439414690397,0.022019664072101597,14117.606094782668,19241.51025731668,23050.5001011359,28104.027400841274,0.31166835448796876,0.43799999356269836,0.4740000069141388,1.4678409072090062,3.043570558713768,8.44024852927274,3.3771531555443652,15.244246003686317,26.46306694826535,962.0755128658341,1405.2013700420637,13023.090711279678,29137.63274949454,1456.881637474727,120.0,0.9645267905756278,0.9645267905756277,0.08539701323832889,33.74237017566808,0.6377125572898782,0.6560140973167203,72.27110785246109,Parsed from AI-IO processed_data/test HDF5. rotor_spd is kept in dataset reported units; blade-pass fields assume those units are mechanical RPM and should be rechecked before absolute motor fitting.,13609.942364701303,25601.16464666801,15057.278989261024,22983.205156918066,13528.533844484184,28104.027400841274,15145.400667903163,23837.828798815473
reference_aiio_hdf5_sample,AIIO_manual_low_seq_1_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,docs/data/raw/aiio/AI-IO_dataset.tar.gz,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/low/seq_1/processed_data/test/data.hdf5,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/low/seq_1/metadata.yaml,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/low/seq_1/processed_data/test/stamped_groundtruth_imu.txt,manual,low,seq_1,test,manual_low_5m_s,5.0,160.912799209,2395,2395,23.939977169036865,0.009999990463256836,100.00009536752259,2.6743816771734363,4.27319566150335,5.115865553982985,5.19604256512345,1.03920851302469,0.0,13573.179743229372,16776.0320634832,17601.798699751045,19465.260780238983,0.30704644152838945,0.34200000762939453,0.41425087742853595,0.8027037411239784,1.5234574687374096,2.333135683608073,1.8513534177775057,11.972597948190298,15.632932721058161,838.8016031741599,973.2630390119491,13023.090711279678,29137.63274949454,1456.881637474727,120.0,0.6680453744334002,0.6680453744334001,0.12329657573539758,4.927291646789879,0.09312314873640068,0.21961773739097654,24.549365611496626,Parsed from AI-IO processed_data/test HDF5. rotor_spd is kept in dataset reported units; blade-pass fields assume those units are mechanical RPM and should be rechecked before absolute motor fitting.,13659.723838388192,16811.27527253518,13771.637185373984,18514.0,14102.56269556041,17884.774737841453,13673.171932833013,19465.260780238983
reference_aiio_hdf5_sample,AIIO_manual_low_seq_2_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,docs/data/raw/aiio/AI-IO_dataset.tar.gz,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/low/seq_2/processed_data/test/data.hdf5,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/low/seq_2/metadata.yaml,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/low/seq_2/processed_data/test/stamped_groundtruth_imu.txt,manual,low,seq_2,test,manual_low_5m_s,5.0,158.072568351,2354,2354,23.529977560043335,0.009999990463256836,100.00009536752259,2.6992039578580513,5.185333582664102,5.589011069056721,5.688760502155072,1.1377521004310143,0.0,14168.162058114434,17513.129624185905,18516.807537000826,19613.827623906705,0.3237913214278292,0.3499000072479248,0.38190001249313354,1.301025627437439,2.9799716494689346,6.935888137106985,2.068899362731748,13.053679939244379,15.448171249496584,875.6564812092954,980.6913811953352,13023.090711279678,29137.63274949454,1456.881637474727,120.0,0.6731441703769484,0.6731441703769484,0.12236265383890252,5.906064279285531,0.11162142242685552,0.22774597804242003,28.700743029004343,Parsed from AI-IO processed_data/test HDF5. rotor_spd is kept in dataset reported units; blade-pass fields assume those units are mechanical RPM and should be rechecked before absolute motor fitting.,13799.047867407398,17453.078098713362,14684.65060514156,18734.265402620622,13846.952790814235,18842.0,14872.938013013088,19613.827623906705
