row_type,name,source,repo_source,paper_source,unit_source,rotor_spd_unit,note,criterion,max_speed_m_s,max_ground_accel_m_s2,max_gyro_norm_rad_s,hdf5_path,mode,trajectory,sequence,reference_speed_label,selected_sample_count,total_sample_count,selected_fraction,selected_duration_s,speed_mean_m_s,speed_p95_m_s,ground_accel_mean_m_s2,ground_accel_p95_m_s2,gyro_norm_mean_rad_s,gyro_norm_p95_rad_s,throttle_mean,throttle_p95,rotor_rpm_mean,rotor_rpm_p50,rotor_rpm_p95,rotor_rpm_max,rotor_rpm_min,three_blade_bpf_hz_at_mean,motor_mean_rpm_imbalance_fraction,motor0_rpm_mean,motor1_rpm_mean,motor2_rpm_mean,motor3_rpm_mean,racingQuad_hover_rpm,racingQuad_max_rpm,racingQuad_low_dynamic_mean_over_hover_rpm,racingQuad_low_dynamic_p50_over_hover_rpm,racingQuad_low_dynamic_p95_over_max_rpm,racingQuad_blade_count,racingQuad_low_dynamic_mean_bpf_hz,apDrone_hover_rpm,apDrone_max_rpm,apDrone_low_dynamic_mean_over_hover_rpm,apDrone_low_dynamic_p50_over_hover_rpm,apDrone_low_dynamic_p95_over_max_rpm,apDrone_blade_count,apDrone_low_dynamic_mean_bpf_hz,sample_file_count_with_selected_rows
aiio_low_dynamic_rotor_rpm_method,AI-IO low-dynamic rotor RPM selection,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,https://raw.githubusercontent.com/SJTU-ViSYS-team/AI-IO/main/src/learning/data_management/prepare_datasets/our2.py,mechanical_rpm,"Low-dynamic rows select samples by ground-truth speed, ground-truth velocity derivative magnitude, and calibrated gyro norm. These are slow-flight proxies, not controlled hover thrust-stand measurements.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aiio_low_dynamic_selection_criterion,,,,,,,"Slow, low-acceleration, low-rotation samples; closest automatic proxy for hover-like steady flight in the extracted AI-IO test slices.",strict_low_motion,1.0,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aiio_low_dynamic_selection_criterion,,,,,,,Broader slow-flight proxy that keeps more samples while still excluding the most aggressive translational and rotational motion.,relaxed_low_motion,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aiio_low_dynamic_sample,AIIO_circle_spd_1_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,"Selected from AI-IO test HDF5 by low speed, low ground-acceleration, and low gyro norm.",strict_low_motion,,,,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/circle/spd_1/processed_data/test/data.hdf5,autonomous,circle,spd_1,directory_spd_1,2887,6412,0.4502495321272614,28.869972467422485,0.5144067001873831,0.9933434364958295,0.4218205722521016,0.9554995305419958,0.11934475867746203,0.3567060136433918,0.29599945026842894,0.3026466671138059,13741.47774447052,13771.560050160013,13896.32320724849,14025.32740535061,11731.877891500988,687.073887223526,0.03352363785650488,13488.041097446408,13777.47092756933,13751.69353190108,13948.70542096526,13023.090711279678,29137.63274949454,1.0551625608019934,1.0574724814158027,0.4769201165626454,3.0,687.073887223526,10046.531935346788,29739.565767989377,1.3677832144367925,1.3707775119598666,0.46726718593201527,3.0,687.073887223526,
aiio_low_dynamic_sample,AIIO_circle_spd_1_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,"Selected from AI-IO test HDF5 by low speed, low ground-acceleration, and low gyro norm.",relaxed_low_motion,,,,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/circle/spd_1/processed_data/test/data.hdf5,autonomous,circle,spd_1,directory_spd_1,6350,6412,0.9903306300686213,63.49993944168091,0.8352986827261588,1.2605109309621694,0.6581605458038376,1.2843663438487807,0.19818448694565538,0.5341812397749324,0.2955956548625016,0.3017750016269437,13749.002993376542,13761.405927619631,13897.952347235652,14711.088840007182,8889.0412371134,687.4501496688271,0.03600044483768888,13441.347137009296,13831.65573659598,13786.691739055324,13936.317360845567,13023.090711279678,29137.63274949454,1.0557403997399888,1.0566927799789092,0.4769760284481842,3.0,687.4501496688271,10046.531935346788,29739.565767989377,1.368532253901799,1.3697668027314753,0.4673219661530808,3.0,687.4501496688271,
aiio_low_dynamic_sample,AIIO_circle_spd_3_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,"Selected from AI-IO test HDF5 by low speed, low ground-acceleration, and low gyro norm.",strict_low_motion,,,,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/circle/spd_3/processed_data/test/data.hdf5,autonomous,circle,spd_3,directory_spd_3,4261,6486,0.6569534381745298,42.60995936393738,0.6229256831138666,0.9620096116492795,0.4994550757400293,1.1649417573841727,0.17561406870958604,0.42353419020653726,0.27927773066407385,0.2873185374319586,13759.847115587243,13805.583840422541,13966.228058619163,14225.15495446066,147.07781724249273,687.9923557793622,0.03446306648813434,13579.559772458859,13713.730107814927,13740.168085709733,14053.766298469905,13023.090711279678,29137.63274949454,1.0565730839661156,1.0600850555747972,0.4793192425304845,3.0,687.9923557793622,10046.531935346788,29739.565767989377,1.3696116435141037,1.374164132385849,0.4696177532508534,3.0,687.9923557793622,
aiio_low_dynamic_sample,AIIO_circle_spd_3_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,"Selected from AI-IO test HDF5 by low speed, low ground-acceleration, and low gyro norm.",relaxed_low_motion,,,,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/circle/spd_3/processed_data/test/data.hdf5,autonomous,circle,spd_3,directory_spd_3,6023,6486,0.9286154794942955,60.22994256019592,0.7070698975412152,1.1684584745335498,0.7192334646891829,1.9014678372954998,0.27136769226124474,0.7349226375499996,0.2792779944057967,0.28728675156386596,13775.361706202168,13815.102826752307,14027.968746871564,14388.05069802012,147.07781724249273,688.7680853101084,0.037289861567089126,13554.201201718644,13770.729513463097,13758.278431713376,14067.882532779504,13023.090711279678,29137.63274949454,1.0577643979912483,1.060815987005807,0.4814381754164607,3.0,688.7680853101084,10046.531935346788,29739.565767989377,1.371155916773251,1.3751116221655086,0.4716937986354453,3.0,688.7680853101084,
aiio_low_dynamic_sample,AIIO_eight_spd_1_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,"Selected from AI-IO test HDF5 by low speed, low ground-acceleration, and low gyro norm.",strict_low_motion,,,,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/eight/spd_1/processed_data/test/data.hdf5,autonomous,eight,spd_1,directory_spd_1,4041,5962,0.6777926870177793,40.409961462020874,0.6491215879059915,0.9747052925126829,0.764349561071452,1.281243522018365,0.16306808166779133,0.41738674276941723,0.2870670186138626,0.2921752729582382,13798.184443916542,13802.630129282923,13902.927786781918,14950.757083819524,13204.728493590625,689.909222195827,0.029039332006720944,13648.755766368486,13662.836227444723,13831.699956327606,14049.44582552535,13023.090711279678,29137.63274949454,1.059516880425745,1.0598582498798126,0.47714678492620843,3.0,689.909222195827,10046.531935346788,29739.565767989377,1.3734276198705233,1.3738701293250288,0.46748926649583233,3.0,689.909222195827,
aiio_low_dynamic_sample,AIIO_eight_spd_1_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,"Selected from AI-IO test HDF5 by low speed, low ground-acceleration, and low gyro norm.",relaxed_low_motion,,,,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/eight/spd_1/processed_data/test/data.hdf5,autonomous,eight,spd_1,directory_spd_1,5889,5962,0.9877557866487756,58.88994383811951,0.7992548880326777,1.346838509788968,0.8027307589865992,1.5065478125286176,0.22472352758690986,0.6065056819610818,0.28752823079956114,0.29275135956775167,13805.911688275903,13807.239168445434,13917.6336706111,15867.998868831322,13204.728493590625,690.2955844137952,0.026948679851223536,13639.798363402488,13756.108820200438,13815.890111956587,14011.8494575441,13023.090711279678,29137.63274949454,1.060110229925543,1.0602121627308165,0.4776514890645169,3.0,690.2955844137952,10046.531935346788,29739.565767989377,1.374196765323809,1.3743288984995232,0.4679837553509793,3.0,690.2955844137952,
aiio_low_dynamic_sample,AIIO_eight_spd_3_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,"Selected from AI-IO test HDF5 by low speed, low ground-acceleration, and low gyro norm.",strict_low_motion,,,,docs/data/raw/aiio/sample_extract/datasets/our2/indoor/eight/spd_3/processed_data/test/data.hdf5,autonomous,eight,spd_3,directory_spd_3,589,5955,0.09890848026868178,5.889994382858276,0.6650587086444586,0.9208293288444407,0.9742466002927989,1.4588209809012809,0.2191891841741593,0.4459836778187687,0.30163314824182746,0.30713271574176376,13835.428927007113,13847.671081638031,13962.69989187096,15107.239615311955,13012.68074639317,691.7714463503556,0.02000144838988387,13691.751212667083,13746.177332293115,13968.479830302522,13935.307332765731,13023.090711279678,29137.63274949454,1.0623767609192682,1.063316795424312,0.4791981562782644,3.0,691.7714463503556,10046.531935346788,29739.565767989377,1.3771348178698184,1.378353363205632,0.46949911780150866,3.0,691.7714463503556,
