row_type,name,metric,value,unit,source_file,source_url,source_row_type,note
vrs_packet_reference_anchor,Cambridge Flow dual-rotor axial descent,descent_ratio_vi_low,1.2,vi ratio,docs/data/vrs_propwash_reference.csv,https://www.cambridge.org/core/journals/flow/article/effects-of-rotor-separation-on-the-axial-descent-performance-of-dualrotor-configurations/BE7FE0D2E732E777CBD43F8E65CA0692,reference_vrs_peak_band,Small fixed-pitch rotor wind-tunnel study; peak mean loss/fluctuation band is the strongest direct small-prop anchor in this packet.
vrs_packet_reference_anchor,Cambridge Flow dual-rotor axial descent,descent_ratio_vi_high,1.3,vi ratio,docs/data/vrs_propwash_reference.csv,https://www.cambridge.org/core/journals/flow/article/effects-of-rotor-separation-on-the-axial-descent-performance-of-dualrotor-configurations/BE7FE0D2E732E777CBD43F8E65CA0692,reference_vrs_peak_band,Small fixed-pitch rotor wind-tunnel study; peak mean loss/fluctuation band is the strongest direct small-prop anchor in this packet.
vrs_packet_reference_anchor,Cambridge Flow dual-rotor axial descent,max_reported_thrust_loss_fraction,0.33,fraction,docs/data/vrs_propwash_reference.csv,https://www.cambridge.org/core/journals/flow/article/effects-of-rotor-separation-on-the-axial-descent-performance-of-dualrotor-configurations/BE7FE0D2E732E777CBD43F8E65CA0692,reference_vrs_peak_band,Small fixed-pitch rotor wind-tunnel study; peak mean loss/fluctuation band is the strongest direct small-prop anchor in this packet.
vrs_packet_reference_anchor,Cambridge Flow dual-rotor axial descent,rotor_diameter_in_low,4,in,docs/data/vrs_propwash_reference.csv,https://www.cambridge.org/core/journals/flow/article/effects-of-rotor-separation-on-the-axial-descent-performance-of-dualrotor-configurations/BE7FE0D2E732E777CBD43F8E65CA0692,reference_vrs_peak_band,Small fixed-pitch rotor wind-tunnel study; peak mean loss/fluctuation band is the strongest direct small-prop anchor in this packet.
vrs_packet_reference_anchor,Cambridge Flow dual-rotor axial descent,rotor_diameter_in_high,6,in,docs/data/vrs_propwash_reference.csv,https://www.cambridge.org/core/journals/flow/article/effects-of-rotor-separation-on-the-axial-descent-performance-of-dualrotor-configurations/BE7FE0D2E732E777CBD43F8E65CA0692,reference_vrs_peak_band,Small fixed-pitch rotor wind-tunnel study; peak mean loss/fluctuation band is the strongest direct small-prop anchor in this packet.
vrs_packet_reference_anchor,NASA Johnson rotorcraft VRS model,descent_ratio_vi_low,0.5,vi ratio,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,reference_vrs_broad_regime,"Broad rotorcraft VRS model anchor; use as a regime sanity check, not an FPV torque/buffet lookup."
vrs_packet_reference_anchor,NASA Johnson rotorcraft VRS model,descent_ratio_vi_high,1.5,vi ratio,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,reference_vrs_broad_regime,"Broad rotorcraft VRS model anchor; use as a regime sanity check, not an FPV torque/buffet lookup."
vrs_packet_reference_anchor,Shetty/Selig small-scale propellers in VRS,tested_prop_count,26,count,docs/data/vrs_propwash_reference.csv,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,reference_small_prop_vrs_dataset,AIAA small-scale fixed-pitch propeller VRS experiment with thrust/power curves in axial descent; text reports maximum thrust fluctuations of about +/-30% near the minimum-thrust advance ratio. Digitize figures before coefficient fitting.
vrs_packet_reference_anchor,Shetty/Selig small-scale propellers in VRS,prop_diameter_in_low,9,in,docs/data/vrs_propwash_reference.csv,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,reference_small_prop_vrs_dataset,AIAA small-scale fixed-pitch propeller VRS experiment with thrust/power curves in axial descent; text reports maximum thrust fluctuations of about +/-30% near the minimum-thrust advance ratio. Digitize figures before coefficient fitting.
vrs_packet_reference_anchor,Shetty/Selig small-scale propellers in VRS,prop_diameter_in_high,11,in,docs/data/vrs_propwash_reference.csv,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,reference_small_prop_vrs_dataset,AIAA small-scale fixed-pitch propeller VRS experiment with thrust/power curves in axial descent; text reports maximum thrust fluctuations of about +/-30% near the minimum-thrust advance ratio. Digitize figures before coefficient fitting.
