dirty_air,wind_speed_m_s,altitude_m,current_gust_scale,current_burble_scale,dryden_intensity_scale,current_gust_rms_x_m_s,current_gust_rms_y_m_s,current_gust_rms_z_m_s,current_burble_rms_x_m_s,current_burble_rms_y_m_s,current_burble_rms_z_m_s,dryden_target_rms_x_m_s,dryden_target_rms_y_m_s,dryden_target_rms_z_m_s,current_gust_peak_x_m_s,current_gust_peak_y_m_s,current_gust_peak_z_m_s,phase_a_rad_s,phase_b_rad_s,phase_c_rad_s,phase_a_period_s,phase_b_period_s,phase_c_period_s,gust_time_constant_s,mean_wind_time_constant_s,dryden_sigma_u_m_s,dryden_sigma_v_m_s,dryden_sigma_w_m_s,current_x_rms_over_dryden_u,current_y_rms_over_dryden_w,dryden_lu_m,dryden_lv_m,dryden_lw_m,dryden_longitudinal_time_s,dryden_lateral_time_s,dryden_vertical_time_s,current_gust_corner_hz,current_mean_wind_corner_hz,dryden_u_pole_hz,dryden_vw_pole_hz,dryden_vw_zero_hz,current_corner_over_dryden_u_pole,current_corner_over_dryden_w_pole,current_shape_mag_at_0_5hz,dryden_u_shape_mag_at_0_5hz,dryden_w_shape_mag_at_0_5hz,current_shape_over_dryden_u_at_0_5hz,current_shape_over_dryden_w_at_0_5hz,current_shape_mag_at_1hz,dryden_u_shape_mag_at_1hz,dryden_w_shape_mag_at_1hz,current_shape_over_dryden_u_at_1hz,current_shape_over_dryden_w_at_1hz,source,row_type,name,rpm,gust_speed_m_s,gust_direction_deg,gust_direction_label,ct_no_wind,ct_gust,ct_ratio_gust_over_no_wind,ct_change_percent,note
0.25,5.0,6.0,0.1675,0.32,0.1388888888888889,0.14036773095850102,0.07088978657181536,0.14017366836334894,0.04167033745963668,0.014241874033988647,0.041011881595459626,0.134039855529757,0.06944444444444446,0.134039855529757,0.353839711059514,0.1656888888888889,0.352231711059514,2.4625000000000004,2.7375,1.6874999999999998,2.551547332864806,2.295227509471995,3.723369070921237,0.2116666666666667,0.18,0.9650869598142503,0.9650869598142503,0.5000000000000001,0.1454456818953574,0.14177957314363068,43.146004048884,43.146004048884,6.0,8.629200809776801,8.629200809776801,1.2,0.7519131169695842,0.8841941282883075,0.01844376398235794,0.1326291192432461,0.07657345769747112,40.7678778414652,5.669291338582677,0.8327016181345117,0.03686245730681972,0.43424318615037133,22.58942238179163,1.9175928251552592,0.6009781675783309,0.018440627752474858,0.22641020586128935,32.58989746147202,2.654377550217508,https://raw.githubusercontent.com/eivindeb/pyfly/master/pyfly/dryden.py,current_wind_gust_scan,,,,,,,,,,
0.75,5.0,6.0,0.5025000000000001,0.32,0.41666666666666663,0.421103192875503,0.21266935971544607,0.42052100509004675,0.12501101237891005,0.04272562210196594,0.1230356447863789,0.40211956658927095,0.20833333333333337,0.40211956658927095,1.061519133178542,0.49706666666666677,1.056695133178542,3.0875000000000004,3.2125,2.4625,2.0350397756047243,1.9558553485383927,2.5515473328648066,0.14727272727272728,0.25,0.9650869598142503,0.9650869598142503,0.5000000000000001,0.4363370456860722,0.425338719430892,43.146004048884,43.146004048884,6.0,8.629200809776801,8.629200809776801,1.2,1.0806817123523758,0.6366197723675814,0.01844376398235794,0.1326291192432461,0.07657345769747112,58.59333883181779,8.148148148148149,0.9075679309344927,0.03686245730681972,0.43424318615037133,24.620386084966416,2.0899992443870303,0.7339743579288692,0.018440627752474858,0.22641020586128935,39.80202668699089,3.24179007362654,https://raw.githubusercontent.com/eivindeb/pyfly/master/pyfly/dryden.py,current_wind_gust_scan,,,,,,,,,,
1.5,5.0,6.0,1.0050000000000001,0.32,0.8333333333333333,0.842206385751006,0.42533871943089213,0.8410420101800935,0.2500220247578201,0.08545124420393188,0.2460712895727578,0.8042391331785419,0.41666666666666674,0.8042391331785419,2.123038266357084,0.9941333333333335,2.113390266357084,4.025,3.925,3.625,1.5610398278707045,1.600811543230468,1.7332924985322997,0.11594594594594596,0.355,0.9650869598142503,0.9650869598142503,0.5000000000000001,0.8726740913721444,0.850677438861784,43.146004048884,43.146004048884,6.0,8.629200809776801,8.629200809776801,1.2,1.37266501034968,0.4483237833574517,0.01844376398235794,0.1326291192432461,0.07657345769747112,74.42434264842463,10.34965034965035,0.9396066170102236,0.03686245730681972,0.43424318615037133,25.489527439517502,2.1637797597700317,0.8082601782702251,0.018440627752474858,0.22641020586128935,43.83040475190716,3.5698928641291343,https://raw.githubusercontent.com/eivindeb/pyfly/master/pyfly/dryden.py,current_wind_gust_scan,,,,,,,,,,
1.8,5.0,6.0,1.2060000000000002,0.32,1.0,1.0106476629012073,0.5104064633170705,1.0092504122161121,0.30002642970938415,0.10254149304471825,0.2952855474873094,0.9650869598142503,0.5000000000000001,0.9650869598142503,2.5476459196285006,1.1929600000000002,2.5360683196285008,4.4,4.21,4.09,1.427996660722633,1.4924430658383816,1.5362311264497766,0.10953488372093025,0.397,0.9650869598142503,0.9650869598142503,0.5000000000000001,1.0472089096465733,1.0208129266341408,43.146004048884,43.146004048884,6.0,8.629200809776801,8.629200809776801,1.2,1.4530069114546706,0.4008940632037666,0.01844376398235794,0.1326291192432461,0.07657345769747112,78.78038955847185,10.955414012738853,0.9455807407291985,0.03686245730681972,0.43424318615037133,25.65159269928166,2.1775373129326647,0.8237618689346486,0.018440627752474858,0.22641020586128935,44.67103181040538,3.6383601428255754,https://raw.githubusercontent.com/eivindeb/pyfly/master/pyfly/dryden.py,current_wind_gust_scan,,,,,,,,,,
0.25,10.0,6.0,0.255,0.32,0.1388888888888889,0.2754835115678478,0.14057104180018776,0.27525440129769496,0.06343842419228271,0.021681658977117043,0.062435998846819135,0.268079711059514,0.13888888888888892,0.268079711059514,0.666719422119028,0.31857777777777785,0.664271422119028,3.2625,3.2874999999999996,2.1375,1.9258805539247772,1.9112350744272508,2.939501898095713,0.2116666666666667,0.27,1.9301739196285006,1.9301739196285006,1.0000000000000002,0.1427247092950411,0.14057104180018773,43.146004048884,43.146004048884,6.0,4.314600404888401,4.314600404888401,0.6,0.7519131169695842,0.5894627521922049,0.03688752796471588,0.2652582384864922,0.15314691539494224,20.3839389207326,2.8346456692913384,0.8327016181345117,0.07357510186624498,0.7499472649324946,11.31770934749519,1.1103468964707353,0.6009781675783309,0.03686245730681972,0.43424318615037133,16.3032584229578,1.3839668341283355,https://raw.githubusercontent.com/eivindeb/pyfly/master/pyfly/dryden.py,current_wind_gust_scan,,,,,,,,,,
0.75,10.0,6.0,0.765,0.32,0.41666666666666663,0.8264505347035432,0.4217131254005632,0.8257632038930849,0.1903152725768481,0.06504497693135113,0.1873079965404574,0.8042391331785419,0.41666666666666674,0.8042391331785419,2.000158266357084,0.9557333333333335,1.9928142663570838,3.8875,3.7624999999999997,2.9125,1.6162534552230445,1.6699495833035447,2.157316843666811,0.14727272727272728,0.33999999999999997,1.9301739196285006,1.9301739196285006,1.0000000000000002,0.42817412788512327,0.4217131254005631,43.146004048884,43.146004048884,6.0,4.314600404888401,4.314600404888401,0.6,1.0806817123523758,0.46810277379969223,0.03688752796471588,0.2652582384864922,0.15314691539494224,29.296669415908895,4.074074074074074,0.9075679309344927,0.07357510186624498,0.7499472649324946,12.335258911151703,1.2101756661732557,0.7339743579288692,0.03686245730681972,0.43424318615037133,19.91116196676017,1.6902380540168243,https://raw.githubusercontent.com/eivindeb/pyfly/master/pyfly/dryden.py,current_wind_gust_scan,,,,,,,,,,
1.5,10.0,6.0,1.53,0.32,0.8333333333333333,1.6529010694070865,0.8434262508011264,1.6515264077861698,0.3806305451536962,0.13008995386270225,0.3746159930809148,1.6084782663570838,0.8333333333333335,1.6084782663570838,4.000316532714168,1.911466666666667,3.9856285327141676,4.825,4.475,4.075,1.3022145714361837,1.404063755794321,1.5418859649520456,0.11594594594594596,0.445,1.9301739196285006,1.9301739196285006,1.0000000000000002,0.8563482557702465,0.8434262508011262,43.146004048884,43.146004048884,6.0,4.314600404888401,4.314600404888401,0.6,1.37266501034968,0.35765155750987715,0.03688752796471588,0.2652582384864922,0.15314691539494224,37.21217132421231,5.174825174825175,0.9396066170102236,0.07357510186624498,0.7499472649324946,12.770714456071984,1.2528969181517062,0.8082601782702251,0.03686245730681972,0.43424318615037133,21.92637814518929,1.8613076820745733,https://raw.githubusercontent.com/eivindeb/pyfly/master/pyfly/dryden.py,current_wind_gust_scan,,,,,,,,,,
1.8,10.0,6.0,1.836,0.32,1.0,1.9834812832885038,1.0121115009613517,1.9818316893434038,0.4567566541844355,0.1561079446352427,0.4495391916970978,1.9301739196285006,1.0000000000000002,1.9301739196285006,4.800379839257001,2.2937600000000007,4.7827542392570015,5.2,4.76,4.54,1.208304866765305,1.3199969132730225,1.3839615214051952,0.10953488372093025,0.48700000000000004,1.9301739196285006,1.9301739196285006,1.0000000000000002,1.0276179069242959,1.0121115009613515,43.146004048884,43.146004048884,6.0,4.314600404888401,4.314600404888401,0.6,1.4530069114546706,0.3268068646650828,0.03688752796471588,0.2652582384864922,0.15314691539494224,39.39019477923593,5.477707006369426,0.9455807407291985,0.07357510186624498,0.7499472649324946,12.85191208363131,1.2608629765645103,0.8237618689346486,0.03686245730681972,0.43424318615037133,22.346906015466555,1.8970058603277504,https://raw.githubusercontent.com/eivindeb/pyfly/master/pyfly/dryden.py,current_wind_gust_scan,,,,,,,,,,
0.25,15.0,6.0,0.3425,0.32,0.1388888888888889,0.4110478017675598,0.21035882742061904,0.410770817982416,0.08520651092492874,0.02912144392024544,0.08386011609817864,0.40211956658927095,0.20833333333333334,0.40211956658927095,0.9795991331785419,0.4714666666666667,0.9763111331785419,4.0625,3.8374999999999995,2.5875,1.5466302294595904,1.6373121321640618,2.4282841766877628,0.2116666666666667,0.36,2.8952608794427506,2.8952608794427506,1.5,0.1419726300611204,0.1402392182804127,43.146004048884,43.146004048884,6.0,2.8764002699256,2.8764002699256,0.4,0.7519131169695842,0.44209706414415373,0.05533129194707383,0.3978873577297384,0.2297203730924134,13.589292613821732,1.8897637795275586,0.8327016181345117,0.10999114608299754,0.9287174061808826,7.570624071015394,0.8966146349714584,0.6009781675783309,0.05524678612673406,0.6104658590041653,10.87806567063846,0.9844582767637303,https://raw.githubusercontent.com/eivindeb/pyfly/master/pyfly/dryden.py,current_wind_gust_scan,,,,,,,,,,
0.75,15.0,6.0,1.0275,0.32,0.41666666666666663,1.233143405302679,0.6310764822618571,1.2323124539472476,0.2556195327747862,0.08736433176073632,0.25158034829453596,1.2063586997678126,0.625,1.2063586997678126,2.938797399535625,1.4144,2.9289333995356253,4.6875,4.3125,3.3625,1.340412865531645,1.4569705060126577,1.8686052958154904,0.14727272727272728,0.42999999999999994,2.8952608794427506,2.8952608794427506,1.5,0.4259178901833612,0.4207176548412381,43.146004048884,43.146004048884,6.0,2.8764002699256,2.8764002699256,0.4,1.0806817123523758,0.3701277746323148,0.05533129194707383,0.3978873577297384,0.2297203730924134,19.53111294393926,2.716049382716049,0.9075679309344927,0.10999114608299754,0.9287174061808826,8.251281700889422,0.9772272220746224,0.7339743579288692,0.05524678612673406,0.6104658590041653,13.285376569148466,1.2023184378012224,https://raw.githubusercontent.com/eivindeb/pyfly/master/pyfly/dryden.py,current_wind_gust_scan,,,,,,,,,,
1.5,15.0,6.0,2.055,0.32,0.8333333333333333,2.466286810605358,1.2621529645237142,2.4646249078944953,0.5112390655495724,0.17472866352147265,0.5031606965890719,2.4127173995356253,1.25,2.4127173995356253,5.87759479907125,2.8288,5.8578667990712505,5.625,5.0249999999999995,4.525,1.117010721276371,1.2503851357571316,1.3885492391557095,0.11594594594594596,0.5349999999999999,2.8952608794427506,2.8952608794427506,1.5,0.8518357803667224,0.8414353096824762,43.146004048884,43.146004048884,6.0,2.8764002699256,2.8764002699256,0.4,1.37266501034968,0.2974858749381222,0.05533129194707383,0.3978873577297384,0.2297203730924134,24.80811421614154,3.4498834498834494,0.9396066170102236,0.10999114608299754,0.9287174061808826,8.542565928908603,1.0117249991836808,0.8082601782702251,0.05524678612673406,0.6104658590041653,14.629994519791731,1.3240055383092444,https://raw.githubusercontent.com/eivindeb/pyfly/master/pyfly/dryden.py,current_wind_gust_scan,,,,,,,,,,
1.8,15.0,6.0,2.466,0.32,1.0,2.9595441727264302,1.514583557428457,2.9575498894733947,0.6134868786594869,0.20967439622576717,0.6037928359068863,2.8952608794427506,1.5,2.8952608794427506,7.053113758885502,3.3945600000000002,7.029440158885501,6.0,5.31,4.99,1.0471975511965976,1.183274069148698,1.2591553721802777,0.10953488372093025,0.577,2.8952608794427506,2.8952608794427506,1.5,1.0222029364400669,1.0097223716189714,43.146004048884,43.146004048884,6.0,2.8764002699256,2.8764002699256,0.4,1.4530069114546706,0.27583179045389145,0.05533129194707383,0.3978873577297384,0.2297203730924134,26.260129852823948,3.6518046709129504,0.9455807407291985,0.10999114608299754,0.9287174061808826,8.596880516325182,1.0181576596239992,0.8237618689346486,0.05524678612673406,0.6104658590041653,14.910584428295426,1.3493987530742944,https://raw.githubusercontent.com/eivindeb/pyfly/master/pyfly/dryden.py,current_wind_gust_scan,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.icas.org/icas_archive/ICAS2020/data/papers/ICAS2020_0482_paper.pdf,reference_icas_hover_gust_ct,ICAS_2020_hover_gust_4319rpm_no_wind,4319.0,10.0,999.0,no_wind,0.008221,0.008221,1.0,0.0,"ICAS 2020 Tables 9-10 hover CFD, average from 0.4 s to 2 s; direction labels use paper convention where negative angles are downward inflow and positive angles are upward inflow."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.icas.org/icas_archive/ICAS2020/data/papers/ICAS2020_0482_paper.pdf,reference_icas_hover_gust_ct,ICAS_2020_hover_gust_4319rpm_-90deg,4319.0,10.0,-90.0,-90deg,0.008221,-0.002579,-0.31370879455054135,-131.37087945505414,"ICAS 2020 Tables 9-10 hover CFD, average from 0.4 s to 2 s; direction labels use paper convention where negative angles are downward inflow and positive angles are upward inflow."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.icas.org/icas_archive/ICAS2020/data/papers/ICAS2020_0482_paper.pdf,reference_icas_hover_gust_ct,ICAS_2020_hover_gust_4319rpm_-45deg,4319.0,10.0,-45.0,-45deg,0.008221,0.001154,0.14037221749178935,-85.96277825082106,"ICAS 2020 Tables 9-10 hover CFD, average from 0.4 s to 2 s; direction labels use paper convention where negative angles are downward inflow and positive angles are upward inflow."
