row_type,name,source,repo_source,paper_source,local_source_file,source_lines,unit_interpretation,evidence,sample_file_count,hdf5_import_note,note,hdf5_path,mode,trajectory,sequence,reference_speed_label,speed_max_m_s,sample_rate_hz,telemetry_nyquist_hz,rotor_spd_unit,rotor_rpm_p50,rotor_rpm_p95,rotor_rpm_p99,rotor_rpm_max,motor_fundamental_hz_at_p95,motor_fundamental_hz_at_max,three_blade_bpf_hz_at_p95,three_blade_bpf_hz_at_max,three_blade_bpf_max_over_telemetry_nyquist,hdf5_shape,hdf5_sample_count,rotor_spd_column_count,zero_fraction,racingQuad_hover_rpm,racingQuad_max_rpm,racingQuad_rotor_rpm_over_hover_rpm,racingQuad_rotor_rpm_over_max_rpm,racingQuad_blade_count,racingQuad_same_blade_count_bpf_hz,apDrone_hover_rpm,apDrone_max_rpm,apDrone_rotor_rpm_over_hover_rpm,apDrone_rotor_rpm_over_max_rpm,apDrone_blade_count,apDrone_same_blade_count_bpf_hz,speed_max_m_s_max,rotor_rpm_p95_mean_of_samples,rotor_rpm_max_across_samples,three_blade_bpf_hz_at_group_max,hdf5_total_sample_rows,hdf5_total_duration_s,rotor_rpm_sample_p95_of_file_p95_or_max_values,rotor_rpm_max_across_extracted_samples,three_blade_bpf_hz_at_dataset_max
aiio_rotor_speed_unit_source,AI-IO preprocessing source,https://raw.githubusercontent.com/SJTU-ViSYS-team/AI-IO/main/src/learning/data_management/prepare_datasets/our2.py,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,docs/data/raw/aiio/repo/src/learning/data_management/prepare_datasets/our2.py,"41, 86, 93-94, 139, 199",mechanical_rpm,"The preprocessing script reads /mavros/esc, copies ros_msg.esc_status[i].rpm for motors 0-3, interpolates ESC samples onto IMU time, then writes HDF5 dataset rotor_spd from those columns.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aiio_rotor_speed_unit_source,AI-IO model feature source,https://raw.githubusercontent.com/SJTU-ViSYS-team/AI-IO/main/src/learning/network/model.py,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,docs/data/raw/aiio/repo/src/learning/network/model.py,"153, 166-170, 249, 296-300",mechanical_rpm_squared_feature,"The learning model takes rotor_spd as four channels, squares it, then applies empirical normalization. There is no RPM-to-rad/s conversion in the visible data path.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aiio_rotor_speed_dataset_context,AI-IO v1.0 extracted test HDF5 set,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,docs/data/aiio_flight_log_sample_reference.csv,,,,22,,All rows below interpret rotor_spd as ESC telemetry mechanical RPM based on the AI-IO preprocessing code.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aiio_rotor_speed_sample_summary,AIIO_circle_spd_1_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,,,,,"RPM comes from MAVROS ESCStatus.rpm. The 100 Hz HDF5 sample rate is telemetry/feature cadence, not a vibration bandwidth capable of resolving kHz blade-pass content directly.",docs/data/raw/aiio/sample_extract/datasets/our2/indoor/circle/spd_1/processed_data/test/data.hdf5,autonomous,circle,spd_1,directory_spd_1,1.331544989511356,100.00009536752259,50.000047683761295,mechanical_rpm,13742.0,14771.0,15301.967555526755,17823.470980580827,246.18333333333334,297.05784967634713,738.55,891.1735490290414,17.823453982794323,6412x4,6412,4,0.0,13023.090711279678,29137.63274949454,1.3686053008248955,0.6116993488734948,3.0,891.1735490290414,10046.531935346788,29739.565767989377,1.7740919050754596,0.5993184675132475,3.0,891.1735490290414,,,,,,,,,
aiio_rotor_speed_sample_summary,AIIO_circle_spd_3_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,,,,,"RPM comes from MAVROS ESCStatus.rpm. The 100 Hz HDF5 sample rate is telemetry/feature cadence, not a vibration bandwidth capable of resolving kHz blade-pass content directly.",docs/data/raw/aiio/sample_extract/datasets/our2/indoor/circle/spd_3/processed_data/test/data.hdf5,autonomous,circle,spd_3,directory_spd_3,2.1178696609421075,100.00009536752259,50.000047683761295,mechanical_rpm,13793.523553537438,14836.488376428271,15469.418614113603,19310.227033014664,247.27480627380453,321.83711721691105,741.8244188214136,965.5113516507332,19.310208617347097,6486x4,6486,4,0.0014646931853222326,13023.090711279678,29137.63274949454,1.482768373585044,0.6627246351490117,3.0,965.5113516507332,10046.531935346788,29739.565767989377,1.9220788981992234,0.6493109947758388,3.0,965.5113516507332,,,,,,,,,
aiio_rotor_speed_sample_summary,AIIO_eight_spd_1_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,,,,,"RPM comes from MAVROS ESCStatus.rpm. The 100 Hz HDF5 sample rate is telemetry/feature cadence, not a vibration bandwidth capable of resolving kHz blade-pass content directly.",docs/data/raw/aiio/sample_extract/datasets/our2/indoor/eight/spd_1/processed_data/test/data.hdf5,autonomous,eight,spd_1,directory_spd_1,1.5144669839441323,100.00009536752259,50.000047683761295,mechanical_rpm,13777.180943835017,14786.01978582709,15427.893175259454,18509.679097154072,246.43366309711817,308.49465161923456,739.3009892913544,925.4839548577036,18.509661444948513,5962x4,5962,4,0.0,13023.090711279678,29137.63274949454,1.4212969492044083,0.6352499276893098,3.0,925.4839548577036,10046.531935346788,29739.565767989377,1.8423948897262081,0.6223923792820553,3.0,925.4839548577036,,,,,,,,,
aiio_rotor_speed_sample_summary,AIIO_eight_spd_3_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,,,,,"RPM comes from MAVROS ESCStatus.rpm. The 100 Hz HDF5 sample rate is telemetry/feature cadence, not a vibration bandwidth capable of resolving kHz blade-pass content directly.",docs/data/raw/aiio/sample_extract/datasets/our2/indoor/eight/spd_3/processed_data/test/data.hdf5,autonomous,eight,spd_3,directory_spd_3,2.850049493371457,100.00009536752259,50.000047683761295,mechanical_rpm,13927.347525695051,15702.979819837434,16555.882795851852,19427.620770664693,261.7163303306239,323.7936795110782,785.1489909918716,971.3810385332346,19.427602243041733,5955x4,5955,4,0.0,13023.090711279678,29137.63274949454,1.4917826498619,0.666753573898405,3.0,971.3810385332346,10046.531935346788,29739.565767989377,1.9337638993922222,0.6532583872349575,3.0,971.3810385332346,,,,,,,,,
aiio_rotor_speed_sample_summary,AIIO_manual_high_seq_1_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,,,,,"RPM comes from MAVROS ESCStatus.rpm. The 100 Hz HDF5 sample rate is telemetry/feature cadence, not a vibration bandwidth capable of resolving kHz blade-pass content directly.",docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/high/seq_1/processed_data/test/data.hdf5,manual,high,seq_1,manual_high_14m_s,4.726699645482486,100.00009536752259,50.000047683761295,mechanical_rpm,13817.99988126869,19446.40980430867,20729.054674447012,21510.668493411806,324.1068300718112,358.51114155686344,972.3204902154336,1075.5334246705902,21.51064797923973,2513x4,2513,4,0.0,13023.090711279678,29137.63274949454,1.651732984918917,0.7382435175275163,3.0,1075.5334246705902,10046.531935346788,29739.565767989377,2.1411038786161285,0.7233013642911065,3.0,1075.5334246705902,,,,,,,,,
aiio_rotor_speed_sample_summary,AIIO_manual_high_seq_2_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,,,,,"RPM comes from MAVROS ESCStatus.rpm. The 100 Hz HDF5 sample rate is telemetry/feature cadence, not a vibration bandwidth capable of resolving kHz blade-pass content directly.",docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/high/seq_2/processed_data/test/data.hdf5,manual,high,seq_2,manual_high_14m_s,13.294827955271648,100.00009536752259,50.000047683761295,mechanical_rpm,16645.275209704276,21510.433569072862,24950.02265337304,29146.829122720956,358.50722615121435,485.7804853786826,1075.521678453643,1457.3414561360478,29.14680132613862,2302x4,2302,4,0.0,13023.090711279678,29137.63274949454,2.2380884667781697,1.0003156184068034,3.0,1457.3414561360478,10046.531935346788,29739.565767989377,2.901183145615996,0.980069088772425,3.0,1457.3414561360478,,,,,,,,,
aiio_rotor_speed_sample_summary,AIIO_manual_high_seq_3_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,,,,,"RPM comes from MAVROS ESCStatus.rpm. The 100 Hz HDF5 sample rate is telemetry/feature cadence, not a vibration bandwidth capable of resolving kHz blade-pass content directly.",docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/high/seq_3/processed_data/test/data.hdf5,manual,high,seq_3,manual_high_14m_s,11.207434975704354,100.00009536752259,50.000047683761295,mechanical_rpm,14332.198989039587,19594.910078629462,20746.74274282186,21962.052192841416,326.5818346438244,366.0342032140236,979.7455039314732,1098.1026096420708,21.962031248196304,2445x4,2445,4,0.009713701431492843,13023.090711279678,29137.63274949454,1.6863932441029106,0.7537349510049817,3.0,1098.1026096420708,10046.531935346788,29739.565767989377,2.1860331838066593,0.7384792489633657,3.0,1098.1026096420708,,,,,,,,,
aiio_rotor_speed_sample_summary,AIIO_manual_high_seq_4_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,,,,,"RPM comes from MAVROS ESCStatus.rpm. The 100 Hz HDF5 sample rate is telemetry/feature cadence, not a vibration bandwidth capable of resolving kHz blade-pass content directly.",docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/high/seq_4/processed_data/test/data.hdf5,manual,high,seq_4,manual_high_14m_s,13.597415180566555,100.00009536752259,50.000047683761295,mechanical_rpm,14117.606094782668,19241.51025731668,23050.5001011359,28104.027400841274,320.69183762194467,468.4004566806879,962.0755128658341,1405.201370042064,28.104000598752158,2441x4,2441,4,0.022019664072101597,13023.090711279678,29137.63274949454,2.1580151765739877,0.9645267905756278,3.0,1405.201370042064,10046.531935346788,29739.565767989377,2.79738596181262,0.9450046318797116,3.0,1405.201370042064,,,,,,,,,
aiio_rotor_speed_sample_summary,AIIO_manual_low_seq_1_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,,,,,"RPM comes from MAVROS ESCStatus.rpm. The 100 Hz HDF5 sample rate is telemetry/feature cadence, not a vibration bandwidth capable of resolving kHz blade-pass content directly.",docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/low/seq_1/processed_data/test/data.hdf5,manual,low,seq_1,manual_low_5m_s,5.19604256512345,100.00009536752259,50.000047683761295,mechanical_rpm,13573.179743229372,16776.0320634832,17601.798699751045,19465.260780238983,279.60053439138665,324.42101300398303,838.8016031741598,973.2630390119491,19.465242216719712,2395x4,2395,4,0.0,13023.090711279678,29137.63274949454,1.4946729015240257,0.6680453744334002,3.0,973.2630390119491,10046.531935346788,29739.565767989377,1.937510466846197,0.6545240415443693,3.0,973.2630390119491,,,,,,,,,
aiio_rotor_speed_sample_summary,AIIO_manual_low_seq_2_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,,,,,"RPM comes from MAVROS ESCStatus.rpm. The 100 Hz HDF5 sample rate is telemetry/feature cadence, not a vibration bandwidth capable of resolving kHz blade-pass content directly.",docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/low/seq_2/processed_data/test/data.hdf5,manual,low,seq_2,manual_low_5m_s,5.688760502155072,100.00009536752259,50.000047683761295,mechanical_rpm,14168.162058114434,17513.129624185905,18516.807537000826,19613.827623906705,291.8854937364318,326.89712706511176,875.6564812092952,980.6913811953352,19.613808918703054,2354x4,2354,4,0.0,13023.090711279678,29137.63274949454,1.5060808573588909,0.6731441703769484,3.0,980.6913811953352,10046.531935346788,29739.565767989377,1.9522983403754712,0.6595196371366774,3.0,980.6913811953352,,,,,,,,,
aiio_rotor_speed_sample_summary,AIIO_manual_low_seq_3_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,,,,,"RPM comes from MAVROS ESCStatus.rpm. The 100 Hz HDF5 sample rate is telemetry/feature cadence, not a vibration bandwidth capable of resolving kHz blade-pass content directly.",docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/low/seq_3/processed_data/test/data.hdf5,manual,low,seq_3,manual_low_5m_s,3.8929176318508127,100.00009536752259,50.000047683761295,mechanical_rpm,13898.302290178872,16130.603040247788,17165.231502581497,18515.73619286866,268.8433840041298,308.59560321447765,806.5301520123893,925.7868096434329,18.515718534886602,2519x4,2519,4,0.030666931321953157,13023.090711279678,29137.63274949454,1.4217620535217221,0.6354578064750253,3.0,925.7868096434329,10046.531935346788,29739.565767989377,1.842997793868012,0.6225960505717385,3.0,925.7868096434329,,,,,,,,,
aiio_rotor_speed_sample_summary,AIIO_manual_low_seq_4_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,,,,,"RPM comes from MAVROS ESCStatus.rpm. The 100 Hz HDF5 sample rate is telemetry/feature cadence, not a vibration bandwidth capable of resolving kHz blade-pass content directly.",docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/low/seq_4/processed_data/test/data.hdf5,manual,low,seq_4,manual_low_5m_s,3.2610040576193704,100.00009536752259,50.000047683761295,mechanical_rpm,13588.827584567476,18137.562378438146,19108.07626265388,20207.093560429304,302.2927063073024,336.78489267382173,906.8781189219073,1010.3546780214652,20.207074289443167,2645x4,2645,4,0.022022684310018904,13023.090711279678,29137.63274949454,1.5516357835799572,0.693504984916108,3.0,1010.3546780214652,10046.531935346788,29739.565767989377,2.0113501545079986,0.6794683459090552,3.0,1010.3546780214652,,,,,,,,,
aiio_rotor_speed_sample_summary,AIIO_manual_medium_seq_1_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,,,,,"RPM comes from MAVROS ESCStatus.rpm. The 100 Hz HDF5 sample rate is telemetry/feature cadence, not a vibration bandwidth capable of resolving kHz blade-pass content directly.",docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/medium/seq_1/processed_data/test/data.hdf5,manual,medium,seq_1,manual_medium_8m_s,9.227182571337778,100.00009536752259,50.000047683761295,mechanical_rpm,14385.0,18444.11627692903,21286.784763016134,24508.30253436828,307.4019379488172,408.47170890613796,922.2058138464515,1225.4151267184138,24.50827916142961,2428x4,2428,4,0.0,13023.090711279678,29137.63274949454,1.8819113740136144,0.8411219519812718,3.0,1225.4151267184138,10046.531935346788,29739.565767989377,2.4394788860562455,0.8240975246769794,3.0,1225.4151267184138,,,,,,,,,
aiio_rotor_speed_sample_summary,AIIO_manual_medium_seq_2_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,,,,,"RPM comes from MAVROS ESCStatus.rpm. The 100 Hz HDF5 sample rate is telemetry/feature cadence, not a vibration bandwidth capable of resolving kHz blade-pass content directly.",docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/medium/seq_2/processed_data/test/data.hdf5,manual,medium,seq_2,manual_medium_8m_s,7.585835093676315,100.00009536752259,50.000047683761295,mechanical_rpm,13849.146309921536,17946.545807585695,19781.01060149843,21271.0,299.1090967930949,354.51666666666665,897.3272903792847,1063.55,21.270979714393615,2476x4,2476,4,0.0,13023.090711279678,29137.63274949454,1.6333296351515518,0.7300181240828151,3.0,1063.55,10046.531935346788,29739.565767989377,2.117248035131614,0.7152424539733985,3.0,1063.55,,,,,,,,,
aiio_rotor_speed_sample_summary,AIIO_manual_medium_seq_3_test,https://github.com/SJTU-ViSYS-team/AI-IO/releases/download/v1.0/AI-IO_dataset.tar.gz,https://github.com/SJTU-ViSYS-team/AI-IO,https://arxiv.org/html/2603.00597v1,,,,,,,"RPM comes from MAVROS ESCStatus.rpm. The 100 Hz HDF5 sample rate is telemetry/feature cadence, not a vibration bandwidth capable of resolving kHz blade-pass content directly.",docs/data/raw/aiio/sample_extract/datasets/our2/indoor/manual/medium/seq_3/processed_data/test/data.hdf5,manual,medium,seq_3,manual_medium_8m_s,8.939167777425066,100.00009536752259,50.000047683761295,mechanical_rpm,14086.84102638132,17996.879741640274,19656.959396137052,21234.938583678853,299.9479956940046,353.9156430613142,899.8439870820137,1061.7469291839427,21.234918332463316,2444x4,2444,4,0.011968085106382979,13023.090711279678,29137.63274949454,1.6305605984366411,0.7287805006756158,3.0,1061.7469291839427,10046.531935346788,29739.565767989377,2.113658595855134,0.7140298802390516,3.0,1061.7469291839427,,,,,,,,,
