row_type,name,source,dataset_page,sample,temperature_c,soc,discharge_capacity_ah,charge_capacity_ah,mean_capacity_ah,discharge_voltage_v,charge_voltage_v,average_ocv_v,discharge_current_a_at_sample,charge_current_a_at_sample,current_code_cell_ocv_v_4p2_3p3,current_code_minus_calce_average_mv,current_code_minus_calce_average_percent_cell_range,soc_power_limit_code,note,raw_sample_count,discharge_segment_duration_s,charge_segment_duration_s,sample_count,average_ocv_v_median,discharge_voltage_v_median,charge_voltage_v_median,average_ocv_v_min,average_ocv_v_max,current_code_minus_calce_median_mv,current_code_minus_calce_median_percent_cell_range,battery,outer_zip_member,mat_file,cycle_index,discharge_index,ambient_temperature_c,capacity_ah,integrated_delivered_ah,start_voltage_v,end_voltage_v,mean_current_a,delivered_ah_at_sample,loaded_voltage_v,measured_current_a_at_sample,current_code_minus_nasa_loaded_mv,preset,estimated_cells,normalized_lipo_ocv_code,pack_ocv_v,cell_ocv_v,empty_pack_v,full_pack_v,soc_resistance_scale_fresh_code,soc_resistance_scale_worn_code,battery_temperature_c,load_fraction_of_config_max,discharge_current_a,c_rate,open_circuit_voltage_v,base_resistance_ohm,temperature_resistance_scale,soc_resistance_scale,aging_resistance_scale,polarization_resistance_target,effective_resistance_ohm,total_resistance_sag_v,ohmic_sag_v,steady_transient_sag_v,regen_current_a_proxy,regen_spike_v_proxy,per_motor_ripple_current_a_proxy,bus_ripple_v_proxy,steady_bus_voltage_v,steady_bus_voltage_fraction_nominal,soc_power_limit,current_power_limit,thermal_power_limit,combined_power_limit,sag_rise_tau_s,sag_recovery_tau_s,spike_rise_tau_s,spike_recovery_tau_s,ripple_rise_tau_s,ripple_recovery_tau_s
reference_calce_lc_ocv_soc_point,SP20-1_0C_soc_0.00,https://web.calce.umd.edu/batteries/data/SP1_0C_LC_OCV_02_24_2016.zip,https://calce.umd.edu/battery-data,SP20-1,0.0,0.0,1.8816302032926298,2.0519217948179276,1.9667759990552787,2.4999029636383057,3.196115016937256,2.8480089902877808,-0.10005436092615128,0.10026495158672333,3.3,451.99100971221907,50.221223301357675,0.35,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_0C_soc_0.04,https://web.calce.umd.edu/batteries/data/SP1_0C_LC_OCV_02_24_2016.zip,https://calce.umd.edu/battery-data,SP20-1,0.0,0.04,1.8816302032926298,2.0519217948179276,1.9667759990552787,3.257525201621294,3.4784268043870585,3.367976003004176,-0.09987454116344452,0.10026495158672333,3.4370879999999997,69.1119969958236,7.679110777313733,0.35,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_0C_soc_0.05,https://web.calce.umd.edu/batteries/data/SP1_0C_LC_OCV_02_24_2016.zip,https://calce.umd.edu/battery-data,SP20-1,0.0,0.05,1.8816302032926298,2.0519217948179276,1.9667759990552787,3.3290390862357455,3.489919956764483,3.4094795215001144,-0.09987454116344452,0.10043293348048829,3.453,43.5204784998855,4.835608722209499,0.3594752186588921,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_0C_soc_0.10,https://web.calce.umd.edu/batteries/data/SP1_0C_LC_OCV_02_24_2016.zip,https://calce.umd.edu/battery-data,SP20-1,0.0,0.1,1.8816302032926298,2.0519217948179276,1.9667759990552787,3.4224768528322116,3.5077574253082275,3.4651171390702196,-0.09987454116344452,0.10010796918217643,3.552,86.88286092978048,9.653651214420053,0.6058309037900874,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_0C_soc_0.18,https://web.calce.umd.edu/batteries/data/SP1_0C_LC_OCV_02_24_2016.zip,https://calce.umd.edu/battery-data,SP20-1,0.0,0.18,1.8816302032926298,2.0519217948179276,1.9667759990552787,3.5036581878074498,3.5770621658742106,3.54036017684083,-0.09987454116344452,0.10023334757866552,3.67296,132.59982315916963,14.733313684352181,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_0C_soc_0.20,https://web.calce.umd.edu/batteries/data/SP1_0C_LC_OCV_02_24_2016.zip,https://calce.umd.edu/battery-data,SP20-1,0.0,0.2,1.8816302032926298,2.0519217948179276,1.9667759990552787,3.5232841700628375,3.589612446659502,3.55644830836117,-0.09987454116344452,0.10006901862959927,3.687,130.55169163882985,14.505743515425538,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_0C_soc_0.35,https://web.calce.umd.edu/batteries/data/SP1_0C_LC_OCV_02_24_2016.zip,https://calce.umd.edu/battery-data,SP20-1,0.0,0.35,1.8816302032926298,2.0519217948179276,1.9667759990552787,3.5800257659170382,3.6443839612074576,3.6122048635622477,-0.09988633784525172,0.10026495158672333,3.768,155.79513643775212,17.31057071530579,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_0C_soc_0.50,https://web.calce.umd.edu/batteries/data/SP1_0C_LC_OCV_02_24_2016.zip,https://calce.umd.edu/battery-data,SP20-1,0.0,0.5,1.8816302032926298,2.0519217948179276,1.9667759990552787,3.6338865473680304,3.6971875355980184,3.6655370414830246,-0.0998232710659037,0.10008513182401657,3.822,156.46295851697545,17.38477316855283,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_0C_soc_0.65,https://web.calce.umd.edu/batteries/data/SP1_0C_LC_OCV_02_24_2016.zip,https://calce.umd.edu/battery-data,SP20-1,0.0,0.65,1.8816302032926298,2.0519217948179276,1.9667759990552787,3.7590354397628682,3.822010882990878,3.790523161376873,-0.09986718887139966,0.1001053706896146,3.894,103.47683862312707,11.497426513680784,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_lc_ocv_soc_point,SP20-1_0C_soc_0.80,https://web.calce.umd.edu/batteries/data/SP1_0C_LC_OCV_02_24_2016.zip,https://calce.umd.edu/battery-data,SP20-1,0.0,0.8,1.8816302032926298,2.0519217948179276,1.9667759990552787,3.9125845432281494,3.9656758017379903,3.93913017248307,-0.09999075107071057,0.10019341508301935,3.984,44.86982751692992,4.985536390769991,1.0,CALCE low-current OCV: average of low-current discharge and charge voltages at matched coulomb-counted SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
