row_type,name,dataset_id,dataset_version,doi,source,local_source_file,filename,chemistry,series,temperature_c,c_rate,file_size_mb,sample_count,discharge_duration_s,mean_current_a,capacity_ah,implied_nominal_capacity_ah_from_current_over_c,delivered_capacity_over_implied_nominal,energy_wh,average_voltage_v,rest_voltage_before_discharge_v,rest_temperature_before_discharge_c,loaded_voltage_after_5s_v,initial_sag_v,initial_resistance_proxy_ohm,initial_resistance_proxy_mohm,start_surface_temp_c,max_surface_temp_c,surface_temp_rise_c,end_voltage_v,end_surface_temp_c,voltage_at_10pct_delivered_v,surface_temp_at_10pct_delivered_c,voltage_at_50pct_delivered_v,surface_temp_at_50pct_delivered_c,voltage_at_90pct_delivered_v,surface_temp_at_90pct_delivered_c,baseline_c_rate,baseline_curve_name,current_delta_vs_baseline_a,voltage_deficit_vs_0_05c_at_10pct_v,resistance_proxy_vs_0_05c_at_10pct_mohm,voltage_deficit_vs_0_05c_at_50pct_v,resistance_proxy_vs_0_05c_at_50pct_mohm,voltage_deficit_vs_0_05c_at_90pct_v,resistance_proxy_vs_0_05c_at_90pct_mohm,reference_temperature_c,capacity_ratio_vs_25c,energy_ratio_vs_25c,voltage_50pct_delta_vs_25c_v,initial_resistance_proxy_ratio_vs_25c,surface_temp_rise_delta_vs_25c_c
selected_discharge_curve,LFP_k1_0_05C_05degC,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,https://data.mendeley.com/datasets/kxsbr4x3j2/2,docs/data/raw/mendeley_kxsbr4x3j2_subset/LFP/05degC/LFP_k1_0_05C_05degC.xlsx,LFP_k1_0_05C_05degC.xlsx,LFP,k1,5.0,0.05,5.837146,73042,73040.66589999999,0.125019721182736,2.536534357354092,2.5003944236547198,1.0144536931283619,8.193882388508392,3.230345516413816,3.4206418991088867,7.888235569000244,3.4092643903127025,0.011377508796184266,0.0910057124471926,91.00571244719261,7.9177374839782715,8.984138488769531,1.0664010047912598,1.9999969005584717,6.850020885467529,3.3090774232660483,6.553519137474519,3.2588997940927684,7.428452491371556,3.1551000919710925,7.727912652193885,,,,,,,,,,,,,,,
selected_discharge_curve,LFP_k1_10C_05degC,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,https://data.mendeley.com/datasets/kxsbr4x3j2/2,docs/data/raw/mendeley_kxsbr4x3j2_subset/LFP/05degC/LFP_k1_10C_05degC.xlsx,LFP_k1_10C_05degC.xlsx,LFP,k1,5.0,10.0,0.674554,271,269.6151,24.999501808982934,1.8722886357046755,2.4999501808982934,0.7489303786973532,4.006974118259901,2.140147647027613,3.4263715744018555,4.463533163070679,2.417450066885885,1.0089215075159705,0.04035766453367644,40.357664533676434,4.425936698913574,27.71165657043457,23.285719871520996,1.9978464841842651,27.71165657043457,2.29777386385229,6.078700065612793,2.1136716838228327,16.97121238708496,2.074287891996739,25.56891441345215,0.05,LFP_k1_0_05C_05degC,24.8744820878002,1.0113035594137583,40.65626596140293,1.1452281102699358,46.04027960170547,1.0808121999743534,43.450641350416,,,,,,
selected_discharge_curve,LFP_k1_1C_05degC,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,https://data.mendeley.com/datasets/kxsbr4x3j2/2,docs/data/raw/mendeley_kxsbr4x3j2_subset/LFP/05degC/LFP_k1_1C_05degC.xlsx,LFP_k1_1C_05degC.xlsx,LFP,k1,5.0,1.0,0.970182,3282,3280.476599999999,2.500411260425863,2.278483511453589,2.500411260425863,0.9112435012252841,6.547683715183212,2.8737024789817465,3.3393925428390503,4.758963108062744,3.1147421659934134,0.22465037684563693,0.08984537080007196,89.84537080007196,4.730867683819206,8.841167449951172,4.110299766131966,1.9999865293502808,8.841167449951172,3.0586352733996107,5.168544974446718,2.976168944231406,5.635159094658316,2.5033637384800773,7.512724876403809,0.05,LFP_k1_0_05C_05degC,2.3753915392431266,0.25044214986643754,105.43194489369789,0.28273084986136254,119.02494607329004,0.6517363534910152,274.3700744588316,,,,,,
selected_discharge_curve,LFP_k1_20C_05degC,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,https://data.mendeley.com/datasets/kxsbr4x3j2/2,docs/data/raw/mendeley_kxsbr4x3j2_subset/LFP/05degC/LFP_k1_20C_05degC.xlsx,LFP_k1_20C_05degC.xlsx,LFP,k1,5.0,20.0,0.698635,2,0.7761000000009517,50.00121879577637,0.010779368973427322,2.5000609397888183,0.00431164248913783,0.02155753133099346,1.9998880624771116,3.365220069885254,7.1049964427948,2.0487899780273438,1.3164300918579102,0.026327960069027552,26.32796006902755,7.111430644989014,7.111430644989014,0.0,1.9998880624771118,7.111430644989014,2.0438997864723207,7.111430644989014,2.024339020252228,7.111430644989014,2.004778254032135,7.111430644989014,0.05,LFP_k1_0_05C_05degC,49.87619907459363,1.2651776367937275,25.366360313494592,1.2345607738405406,24.752503132689835,1.1503218379389577,23.06354251691402,,,,,,
selected_discharge_curve,LFP_k1_2C_05degC,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,https://data.mendeley.com/datasets/kxsbr4x3j2/2,docs/data/raw/mendeley_kxsbr4x3j2_subset/LFP/05degC/LFP_k1_2C_05degC.xlsx,LFP_k1_2C_05degC.xlsx,LFP,k1,5.0,2.0,0.872901,1626,1624.1644000000006,4.997181229632425,2.254511650856017,2.4985906148162127,0.9023133431652031,6.019805380649881,2.670115001785073,3.342654824256897,4.415940284729004,2.9032010166253555,0.4394538076315415,0.08794033825022314,87.94033825022314,4.428545951843262,12.873848915100098,8.445302963256836,1.9999682903289795,12.873848915100098,2.8341450764250236,5.356903879968874,2.760576500953732,7.428120136260986,2.329441109604865,10.52575969696045,0.05,LFP_k1_0_05C_05degC,4.87216150844969,0.4749323468410247,97.47877733883807,0.4983232931390362,102.27971553791974,0.8256589823662277,169.46461666640243,,,,,,
selected_discharge_curve,LFP_k1_0_05C_25degC,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,https://data.mendeley.com/datasets/kxsbr4x3j2/2,docs/data/raw/mendeley_kxsbr4x3j2_subset/LFP/25degC/LFP_k1_0_05C_25degC.xlsx,LFP_k1_0_05C_25degC.xlsx,LFP,k1,25.0,0.05,5.953558,74048,74046.9026,0.125018405431822,2.5714515803595583,2.5003681086364398,1.0284292026752346,8.34269961452831,3.2443541532140285,3.5418766736984253,25.177297592163086,3.5312992997700166,0.01057737392840874,0.0846065336689728,84.6065336689728,25.160198211669922,27.536813735961914,2.376615524291992,2.0000064373016357,25.563156127929688,3.318449177208637,25.464927003405606,3.273115637748245,25.282825189220905,3.1746698758172163,25.150604248046875,,,,,,,,,,,,,,,
selected_discharge_curve,LFP_k1_10C_25degC,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,https://data.mendeley.com/datasets/kxsbr4x3j2/2,docs/data/raw/mendeley_kxsbr4x3j2_subset/LFP/25degC/LFP_k1_10C_25degC.xlsx,LFP_k1_10C_25degC.xlsx,LFP,k1,25.0,10.0,0.903072,361,359.91419999999925,24.998020499697024,2.499204771197421,2.4998020499697025,0.9997610695725732,6.846773979800873,2.739581029416986,3.566442847251892,24.83802844101308,2.9419861360982384,0.6244567111536536,0.02498024638235744,24.98024638235744,24.861742239255374,43.921974182128906,19.060231942873532,1.9998916387557983,43.921974182128906,2.8591146750622913,25.97413444519043,2.7724005320508396,33.882079302685405,2.5956819710486103,41.38454671074985,0.05,LFP_k1_0_05C_25degC,24.873002094265203,0.4593345021463455,18.467191873563632,0.5007151056974055,20.130867347647268,0.578987904768606,23.27776528841684,,,,,,
selected_discharge_curve,LFP_k1_1C_25degC,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,https://data.mendeley.com/datasets/kxsbr4x3j2/2,docs/data/raw/mendeley_kxsbr4x3j2_subset/LFP/25degC/LFP_k1_1C_25degC.xlsx,LFP_k1_1C_25degC.xlsx,LFP,k1,25.0,1.0,1.115392,3669,3667.926800000001,2.5003591172537254,2.5475372916166465,2.5003591172537254,1.0188685593350844,7.853431138894436,3.08275414249607,3.5432920455932617,25.306918144226074,3.3538022040605666,0.1894898415326951,0.07578505032541952,75.78505032541952,25.30117416381836,27.26390266418457,1.962728500366211,1.9999326467514038,27.229639053344727,3.183769779007932,25.51243019104004,3.128086563486785,25.567525125745213,2.955885920526832,26.31706142360054,0.05,LFP_k1_0_05C_25degC,2.375340711821903,0.13467939820070507,56.698981131597336,0.14502907426146017,61.05611440904485,0.2187839552903843,92.10634676596582,,,,,,
selected_discharge_curve,LFP_k1_20C_25degC,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,https://data.mendeley.com/datasets/kxsbr4x3j2/2,docs/data/raw/mendeley_kxsbr4x3j2_subset/LFP/25degC/LFP_k1_20C_25degC.xlsx,LFP_k1_20C_25degC.xlsx,LFP,k1,25.0,20.0,0.883682,174,172.71270000000004,49.99719591250365,2.3986502072540934,2.4998597956251825,0.9595138941198988,5.412288174350272,2.2563890966603695,3.549286365509033,24.837980270385742,2.3297860993496613,1.219500266159372,0.02439137323408153,24.39137323408153,24.855714797973633,59.86553955078125,35.00982475280762,1.9999228715896606,59.86553955078125,2.2732457100503383,26.50496482849121,2.264618575502319,42.4255654587228,2.2309536502383973,56.59385299682617,0.05,LFP_k1_0_05C_25degC,49.872177507071825,1.0452034671582986,20.957646515636696,1.008497062245926,20.221636845572306,0.943716225578819,18.92269944389336,,,,,,
selected_discharge_curve,LFP_k1_2C_25degC,kxsbr4x3j2,2,10.17632/kxsbr4x3j2.2,https://data.mendeley.com/datasets/kxsbr4x3j2/2,docs/data/raw/mendeley_kxsbr4x3j2_subset/LFP/25degC/LFP_k1_2C_25degC.xlsx,LFP_k1_2C_25degC.xlsx,LFP,k1,25.0,2.0,0.987599,1821,1819.1239000000005,4.99824452282373,2.5256733074949076,2.499122261411865,1.010624148523267,7.375672934225928,2.920279876395217,3.559253692626953,25.21317638503583,3.1760893712197644,0.3831643214071887,0.0766597791799754,76.6597791799754,25.221515655517578,29.60196304321289,4.3804473876953125,1.999947428703308,29.60196304321289,3.0312820423058415,25.72767221576326,2.9718405105355625,26.76622275294472,2.7510234596058996,28.14197540283203,0.05,LFP_k1_0_05C_25degC,4.873226117391908,0.28716713490279533,58.92752110925724,0.30127512721268257,61.82252166331272,0.4236464162113167,86.93346173685188,,,,,,
