row_type,name,source,figure,vehicle,dynamic_pressure_lbf_ft2,dynamic_pressure_pa,wind_speed_from_q_ft_s,wind_speed_from_q_m_s,yaw_deg,pitch_deg,rotor_rpm,rotor_omega_rad_s,rotor_diameter_in_table1,rotor_radius_m_table1,nominal_flight_weight_lbf_table1,nominal_flight_weight_n_table1,is_mid_rpm_reference,lift_force_lbf,lift_force_n,lift_over_nominal_flight_weight,per_rotor_lift_force_n_assuming_4_rotors,effective_total_lift_k_n_per_rad_s2,effective_per_rotor_lift_k_n_per_rad_s2,total_disk_area_m2_table1,tip_speed_m_s_table1,effective_total_ct_table1,source_context,note,vehicle_group,sample_count,all_rpm_sample_count,mid_rpm_values,mid_rpm_median,lift_force_lbf_min,lift_force_lbf_median,lift_force_lbf_max,lift_force_n_median,lift_over_nominal_flight_weight_median,all_rpm_lift_force_lbf_min,all_rpm_lift_force_lbf_max,effective_total_lift_k_n_per_rad_s2_median,effective_per_rotor_lift_k_n_per_rad_s2_median,effective_total_ct_table1_median,reference_source,preset,reference_vehicle_group,reference_dynamic_pressure_lbf_ft2,reference_wind_speed_from_q_m_s,reference_mid_rpm_median,reference_lift_force_n_median,reference_lift_over_nominal_flight_weight_median,reference_effective_total_ct_table1_median,reference_per_rotor_lift_k_n_per_rad_s2_median,current_rotor_count,current_per_rotor_k_n_per_rad_s2,current_total_thrust_at_reference_mid_rpm_n,current_same_rpm_thrust_over_reference_lift,current_per_rotor_k_over_nasa_mid_median,current_rpm_for_reference_lift_n,current_rpm_for_reference_lift_over_hover_rpm,current_rpm_for_reference_lift_over_max_rpm,current_hover_rpm,current_max_rpm
reference_nasa_powered_lift_digitized,NASA_Fig17_3DR_SOLO_4600rpm_0deg_lift,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 17,3DR SOLO,0.48,22.9825243104,20.096982526148665,6.125560273970113,0.0,0.0,4600.0,481.71087355043494,10.0,0.127,3.3,14.679131330359649,0.0,2.55,11.342965118914274,0.7727272727272727,2.8357412797285684,4.888253245160352e-05,1.222063311290088e-05,0.20268299163899908,61.17728094090524,0.01220654792879154,"Low-precision visual/pixel digitization of NASA powered lift plots on page 9: Figs. 17, 19, and 21 at q=0.48 lb/ft^2, yaw=0 deg, pitch=0 deg.","Use as an order-of-magnitude powered lift/RPM anchor for larger COTS small-UAS quadcopters. Points were digitized from plotted PDF figures, not raw tunnel tables. Rotor diameter and nominal flight weight come from NASA Table 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_powered_lift_digitized,NASA_Fig17_3DR_SOLO_5100rpm_0deg_lift,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 17,3DR SOLO,0.48,22.9825243104,20.096982526148665,6.125560273970113,0.0,0.0,5100.0,534.0707511102648,10.0,0.127,3.3,14.679131330359649,0.0,3.05,13.567075926544524,0.9242424242424242,3.391768981636131,4.756512773159023e-05,1.1891281932897557e-05,0.20268299163899908,67.82698539100363,0.011877576350398393,"Low-precision visual/pixel digitization of NASA powered lift plots on page 9: Figs. 17, 19, and 21 at q=0.48 lb/ft^2, yaw=0 deg, pitch=0 deg.","Use as an order-of-magnitude powered lift/RPM anchor for larger COTS small-UAS quadcopters. Points were digitized from plotted PDF figures, not raw tunnel tables. Rotor diameter and nominal flight weight come from NASA Table 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_powered_lift_digitized,NASA_Fig17_3DR_SOLO_5700rpm_0deg_lift,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 17,3DR SOLO,0.48,22.9825243104,20.096982526148665,6.125560273970113,0.0,0.0,5700.0,596.9026041820606,10.0,0.127,3.3,14.679131330359649,1.0,3.75,16.680831057226875,1.1363636363636365,4.170207764306719,4.681777138105529e-05,1.1704442845263823e-05,0.20268299163899908,75.8066307311217,0.011690952608641081,"Low-precision visual/pixel digitization of NASA powered lift plots on page 9: Figs. 17, 19, and 21 at q=0.48 lb/ft^2, yaw=0 deg, pitch=0 deg.","Use as an order-of-magnitude powered lift/RPM anchor for larger COTS small-UAS quadcopters. Points were digitized from plotted PDF figures, not raw tunnel tables. Rotor diameter and nominal flight weight come from NASA Table 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_powered_lift_digitized,NASA_Fig17_3DR_SOLO_6300rpm_0deg_lift,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 17,3DR SOLO,0.48,22.9825243104,20.096982526148665,6.125560273970113,0.0,0.0,6300.0,659.7344572538566,10.0,0.127,3.3,14.679131330359649,0.0,4.56,20.28389056558788,1.3818181818181818,5.07097264139697,4.660289798133814e-05,1.1650724495334535e-05,0.20268299163899908,83.78627607123978,0.011637296173085772,"Low-precision visual/pixel digitization of NASA powered lift plots on page 9: Figs. 17, 19, and 21 at q=0.48 lb/ft^2, yaw=0 deg, pitch=0 deg.","Use as an order-of-magnitude powered lift/RPM anchor for larger COTS small-UAS quadcopters. Points were digitized from plotted PDF figures, not raw tunnel tables. Rotor diameter and nominal flight weight come from NASA Table 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_powered_lift_digitized,NASA_Fig17_3DR_SOLO_6800rpm_0deg_lift,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 17,3DR SOLO,0.48,22.9825243104,20.096982526148665,6.125560273970113,0.0,0.0,6800.0,712.0943348136864,10.0,0.127,3.3,14.679131330359649,0.0,5.26,23.397645696270228,1.593939393939394,5.849411424067557,4.6142072680604136e-05,1.1535518170151034e-05,0.20268299163899908,90.43598052133817,0.011522222631718445,"Low-precision visual/pixel digitization of NASA powered lift plots on page 9: Figs. 17, 19, and 21 at q=0.48 lb/ft^2, yaw=0 deg, pitch=0 deg.","Use as an order-of-magnitude powered lift/RPM anchor for larger COTS small-UAS quadcopters. Points were digitized from plotted PDF figures, not raw tunnel tables. Rotor diameter and nominal flight weight come from NASA Table 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_powered_lift_digitized,NASA_Fig19_DJI_Phantom_3_4200rpm_0deg_lift,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 19,DJI Phantom 3,0.48,22.9825243104,20.096982526148665,6.125560273970113,0.0,0.0,4200.0,439.822971502571,9.4,0.11938,2.8,12.455020522729399,0.0,2.22,9.87505198587831,0.7928571428571429,2.4687629964695774,5.1048569170347385e-05,1.2762142292586846e-05,0.1790906914122196,52.506066337976925,0.01632718534658174,"Low-precision visual/pixel digitization of NASA powered lift plots on page 9: Figs. 17, 19, and 21 at q=0.48 lb/ft^2, yaw=0 deg, pitch=0 deg.","Use as an order-of-magnitude powered lift/RPM anchor for larger COTS small-UAS quadcopters. Points were digitized from plotted PDF figures, not raw tunnel tables. Rotor diameter and nominal flight weight come from NASA Table 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_powered_lift_digitized,NASA_Fig19_DJI_Phantom_3_4800rpm_0deg_lift,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 19,DJI Phantom 3,0.48,22.9825243104,20.096982526148665,6.125560273970113,0.0,0.0,4800.0,502.6548245743669,9.4,0.11938,2.8,12.455020522729399,0.0,2.85,12.677431603492424,1.017857142857143,3.169357900873106,5.017548342229034e-05,1.2543870855572584e-05,0.1790906914122196,60.00693295768792,0.016047940833686228,"Low-precision visual/pixel digitization of NASA powered lift plots on page 9: Figs. 17, 19, and 21 at q=0.48 lb/ft^2, yaw=0 deg, pitch=0 deg.","Use as an order-of-magnitude powered lift/RPM anchor for larger COTS small-UAS quadcopters. Points were digitized from plotted PDF figures, not raw tunnel tables. Rotor diameter and nominal flight weight come from NASA Table 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_powered_lift_digitized,NASA_Fig19_DJI_Phantom_3_5300rpm_0deg_lift,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 19,DJI Phantom 3,0.48,22.9825243104,20.096982526148665,6.125560273970113,0.0,0.0,5300.0,555.0147021341968,9.4,0.11938,2.8,12.455020522729399,1.0,3.43,15.257400140343515,1.225,3.8143500350858788,4.953036872096611e-05,1.2382592180241527e-05,0.1790906914122196,66.25765514078041,0.015841609736272362,"Low-precision visual/pixel digitization of NASA powered lift plots on page 9: Figs. 17, 19, and 21 at q=0.48 lb/ft^2, yaw=0 deg, pitch=0 deg.","Use as an order-of-magnitude powered lift/RPM anchor for larger COTS small-UAS quadcopters. Points were digitized from plotted PDF figures, not raw tunnel tables. Rotor diameter and nominal flight weight come from NASA Table 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_powered_lift_digitized,NASA_Fig19_DJI_Phantom_3_5800rpm_0deg_lift,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 19,DJI Phantom 3,0.48,22.9825243104,20.096982526148665,6.125560273970113,0.0,0.0,5800.0,607.3745796940267,9.4,0.11938,2.8,12.455020522729399,0.0,4.11,18.282190838720656,1.467857142857143,4.570547709680164,4.955814190900276e-05,1.238953547725069e-05,0.1790906914122196,72.5083773238729,0.015850492609898587,"Low-precision visual/pixel digitization of NASA powered lift plots on page 9: Figs. 17, 19, and 21 at q=0.48 lb/ft^2, yaw=0 deg, pitch=0 deg.","Use as an order-of-magnitude powered lift/RPM anchor for larger COTS small-UAS quadcopters. Points were digitized from plotted PDF figures, not raw tunnel tables. Rotor diameter and nominal flight weight come from NASA Table 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_powered_lift_digitized,NASA_Fig19_DJI_Phantom_3_6400rpm_0deg_lift,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 19,DJI Phantom 3,0.48,22.9825243104,20.096982526148665,6.125560273970113,0.0,0.0,6400.0,670.2064327658226,9.4,0.11938,2.8,12.455020522729399,0.0,5.0,22.2411080763025,1.7857142857142858,5.560277019075625,4.951527969304967e-05,1.2378819923262417e-05,0.1790906914122196,80.0092439435839,0.015836783717453513,"Low-precision visual/pixel digitization of NASA powered lift plots on page 9: Figs. 17, 19, and 21 at q=0.48 lb/ft^2, yaw=0 deg, pitch=0 deg.","Use as an order-of-magnitude powered lift/RPM anchor for larger COTS small-UAS quadcopters. Points were digitized from plotted PDF figures, not raw tunnel tables. Rotor diameter and nominal flight weight come from NASA Table 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_nasa_powered_lift_digitized,NASA_Fig21_3DR_Iris+_4300rpm_0deg_lift,https://rotorcraft.arc.nasa.gov/Publications/files/72-2016-374.pdf,Fig. 21,3DR Iris+,0.48,22.9825243104,20.096982526148665,6.125560273970113,0.0,0.0,4300.0,450.294947014537,9.6,0.12191999999999999,2.8,12.455020522729399,0.0,1.93,8.585067717452764,0.6892857142857143,2.146266929363191,4.23398756356811e-05,1.0584968908920275e-05,0.1867926450945015,54.899959940012344,0.012448121234353649,"Low-precision visual/pixel digitization of NASA powered lift plots on page 9: Figs. 17, 19, and 21 at q=0.48 lb/ft^2, yaw=0 deg, pitch=0 deg.","Use as an order-of-magnitude powered lift/RPM anchor for larger COTS small-UAS quadcopters. Points were digitized from plotted PDF figures, not raw tunnel tables. Rotor diameter and nominal flight weight come from NASA Table 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
